participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_onset,mem_trigger_resp
6,001,35,m,r,memory_test,241,1,shortbread_01b,seen,yes,high,controlled,yes,1.1196751999668777,51,61
6,001,35,m,r,memory_test,242,2,mouse2_06s,seen,yes,high,controlled,no,2.287749700015411,51,62
6,001,35,m,r,memory_test,243,3,costume_04s,unseen,,,,no,1.3174270000308752,52,61
6,001,35,m,r,memory_test,244,4,wooden_leg_02s,seen,no,high,uncontrolled,yes,0.8256079000420868,51,61
6,001,35,m,r,memory_test,245,5,squeegee_10s,unseen,,,,no,1.175370099954307,52,61
6,001,35,m,r,memory_test,246,6,lipstick_04s,unseen,,,,yes,0.8857557000592351,52,62
6,001,35,m,r,memory_test,247,7,belt_14s,seen,yes,low,controlled,no,1.1265272999880835,51,62
6,001,35,m,r,memory_test,248,8,mannequin_03s,seen,yes,high,controlled,no,2.165347100002691,51,62
6,001,35,m,r,memory_test,249,9,seismograph_11s,seen,no,high,uncontrolled,no,1.864724799990654,51,62
6,001,35,m,r,memory_test,250,10,blueberry_07s,unseen,,,,yes,0.5808981000445783,52,62
6,001,35,m,r,memory_test,251,11,hot_tub_06s,unseen,,,,yes,0.8457922999514267,52,62
6,001,35,m,r,memory_test,252,12,waffle_06s,unseen,,,,yes,0.7990315000060946,52,62
6,001,35,m,r,memory_test,253,13,pizza_03s,unseen,,,,yes,0.9699557999847457,52,62
6,001,35,m,r,memory_test,254,14,ice_cream_08s,seen,yes,low,controlled,yes,0.7442860999144614,51,61
6,001,35,m,r,memory_test,255,15,sweeper_07s,unseen,,,,yes,1.0764781999168918,52,62
6,001,35,m,r,memory_test,256,16,piecrust_03s,unseen,,,,yes,0.8960378998890519,52,62
6,001,35,m,r,memory_test,257,17,tent_06s,unseen,,,,yes,1.1291205999441445,52,62
6,001,35,m,r,memory_test,258,18,dishrag_08s,seen,no,high,uncontrolled,yes,1.0149174000835046,51,61
6,001,35,m,r,memory_test,259,19,brush_10s,seen,no,low,uncontrolled,yes,0.7236687999684364,51,61
6,001,35,m,r,memory_test,260,20,boxer_shorts_03s,unseen,,,,yes,1.0708751999773085,52,62
6,001,35,m,r,memory_test,261,21,backscratcher_08s,unseen,,,,yes,1.0540031000273302,52,62
6,001,35,m,r,memory_test,262,22,candy_11s,unseen,,,,no,1.6254341999301687,52,61
6,001,35,m,r,memory_test,263,23,pickle_09s,seen,no,high,uncontrolled,yes,0.8454361000331119,51,61
6,001,35,m,r,memory_test,264,24,robot_07s,seen,yes,high,controlled,yes,1.015639099990949,51,61
6,001,35,m,r,memory_test,265,25,tube_top_01b,unseen,,,,no,1.118996600038372,52,61
6,001,35,m,r,memory_test,266,26,hairbrush_12s,seen,no,high,uncontrolled,no,1.3783538000425324,51,62
6,001,35,m,r,memory_test,267,27,wing_05s,seen,no,low,uncontrolled,yes,0.7327006000559777,51,61
6,001,35,m,r,memory_test,268,28,mosquito_net_07s,seen,yes,low,controlled,yes,0.8736142000416294,51,61
6,001,35,m,r,memory_test,269,29,pesto_14s,seen,no,low,uncontrolled,yes,0.589522699941881,51,61
6,001,35,m,r,memory_test,270,30,blindfold_15s,seen,yes,high,controlled,yes,0.7437981000402942,51,61
6,001,35,m,r,memory_test,271,31,boot_02s,seen,no,high,uncontrolled,yes,1.0031924000941217,51,61
6,001,35,m,r,memory_test,272,32,crutch_04s,unseen,,,,yes,1.9577095999848098,52,62
6,001,35,m,r,memory_test,273,33,batter_04s,unseen,,,,yes,0.9523919000057504,52,62
6,001,35,m,r,memory_test,274,34,lego_09s,unseen,,,,yes,1.6001769999274984,52,62
6,001,35,m,r,memory_test,275,35,pretzel_07s,unseen,,,,yes,0.5914317000424489,52,62
6,001,35,m,r,memory_test,276,36,swab_02s,seen,no,low,uncontrolled,yes,0.6283858000533655,51,61
6,001,35,m,r,memory_test,277,37,clasp_03s,seen,yes,high,controlled,yes,1.0396084999665618,51,61
6,001,35,m,r,memory_test,278,38,air_mattress_03s,seen,yes,high,controlled,yes,1.1947274999693036,51,61
6,001,35,m,r,memory_test,279,39,crouton_12s,unseen,,,,yes,0.788566599949263,52,62
6,001,35,m,r,memory_test,280,40,thumbtack_07s,unseen,,,,no,1.1079472999554127,52,61
6,001,35,m,r,memory_test,281,41,plum_05n,unseen,,,,yes,0.7218850000062957,52,62
6,001,35,m,r,memory_test,282,42,cheesecake_13s,unseen,,,,yes,0.8322227000026032,52,62
6,001,35,m,r,memory_test,283,43,jelly_bean_13n,unseen,,,,yes,0.4595867999596521,52,62
6,001,35,m,r,memory_test,284,44,icicle_02s,seen,no,high,uncontrolled,yes,0.7064751998987049,51,61
6,001,35,m,r,memory_test,285,45,olive_04s,seen,no,low,uncontrolled,no,1.1665747999213636,51,62
6,001,35,m,r,memory_test,286,46,throne_02s,unseen,,,,no,1.815785500104539,52,61
6,001,35,m,r,memory_test,287,47,jeans_08s,seen,no,low,uncontrolled,yes,0.6664327000034973,51,61
6,001,35,m,r,memory_test,288,48,exerciser_05s,unseen,,,,yes,1.1854771999642253,52,62
6,001,35,m,r,memory_test,289,49,sushi_07s,seen,no,high,uncontrolled,yes,0.6425566000398248,51,61
