participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_onset,mem_trigger_resp
5,001,19,m,r,memory_test,261,1,ketchup_15s,seen,yes,high,controlled,yes,10.971375600085594,51,61
5,001,19,m,r,memory_test,262,2,drumstick_12s,seen,no,high,uncontrolled,no,1.9941567999776453,51,62
5,001,19,m,r,memory_test,263,3,wetsuit_01b,seen,no,high,uncontrolled,no,0.9064095000503585,51,62
5,001,19,m,r,memory_test,264,4,orange_rind_10s,unseen,,,,yes,1.0867834999226034,52,62
5,001,19,m,r,memory_test,265,5,dice_14s,unseen,,,,no,0.8545258999802172,52,61
5,001,19,m,r,memory_test,266,6,straw2_17s,unseen,,,,no,0.8471948999213055,52,61
5,001,19,m,r,memory_test,267,7,spring_roll_13s,unseen,,,,no,1.092615200090222,52,61
5,001,19,m,r,memory_test,268,8,dumpster_10s,unseen,,,,no,0.7492982000112534,52,61
5,001,19,m,r,memory_test,269,9,bunkbed_13s,seen,yes,high,controlled,no,0.7423655999591574,51,62
5,001,19,m,r,memory_test,270,10,barrette_09s,seen,yes,low,controlled,no,1.2017091000452638,51,62
5,001,19,m,r,memory_test,271,11,sponge_06s,unseen,,,,no,0.7655138000845909,52,61
5,001,19,m,r,memory_test,272,12,grapefruit_04s,unseen,,,,yes,1.0190065000206232,52,62
5,001,19,m,r,memory_test,273,13,candy_11s,unseen,,,,no,1.3572692999150604,52,61
5,001,19,m,r,memory_test,274,14,pencil_sharpener_11s,unseen,,,,no,1.2403265999164432,52,61
5,001,19,m,r,memory_test,275,15,pretzel_02s,seen,yes,high,controlled,yes,0.8014654000289738,51,61
5,001,19,m,r,memory_test,276,16,wood_10s,seen,no,low,uncontrolled,no,0.8375198999419808,51,62
5,001,19,m,r,memory_test,277,17,costume_04s,unseen,,,,no,0.7517731999978423,52,61
5,001,19,m,r,memory_test,278,18,spareribs_07s,seen,no,high,uncontrolled,yes,0.8513044000137597,51,61
5,001,19,m,r,memory_test,279,19,mitten_04s,seen,no,low,uncontrolled,no,0.8292792000574991,51,62
5,001,19,m,r,memory_test,280,20,polo_shirt_04s,seen,yes,low,controlled,no,0.7678479999303818,51,62
5,001,19,m,r,memory_test,281,21,chicken1_01b,seen,yes,high,controlled,yes,0.8175084999529645,51,61
5,001,19,m,r,memory_test,282,22,robot_01b,unseen,,,,no,1.0105532999150455,52,61
5,001,19,m,r,memory_test,283,23,bean_09s,unseen,,,,no,0.6820256999926642,52,61
5,001,19,m,r,memory_test,284,24,backscratcher_08s,unseen,,,,no,1.0668443999020383,52,61
5,001,19,m,r,memory_test,285,25,spaghetti_12s,seen,no,high,uncontrolled,no,0.7319859999697655,51,62
5,001,19,m,r,memory_test,286,26,french_horn_05s,unseen,,,,no,0.8922363000456244,52,61
5,001,19,m,r,memory_test,287,27,corn_14s,seen,yes,low,controlled,no,0.9911544999340549,51,62
5,001,19,m,r,memory_test,288,28,steak_15s,unseen,,,,no,1.5690606000134721,52,61
5,001,19,m,r,memory_test,289,29,pasta_06s,unseen,,,,no,0.707682800013572,52,61
5,001,19,m,r,memory_test,290,30,straightjacket_11s,seen,yes,low,controlled,no,1.3354685000376776,51,62
5,001,19,m,r,memory_test,291,31,harp_12s,unseen,,,,no,0.6705320000182837,52,61
5,001,19,m,r,memory_test,292,32,lamb_chop_12s,unseen,,,,no,0.9873690999811515,52,61
5,001,19,m,r,memory_test,293,33,spaghetti_07s,unseen,,,,yes,1.0735675999894738,52,62
5,001,19,m,r,memory_test,294,34,float_08s,seen,yes,high,controlled,no,0.5596657000714913,51,62
5,001,19,m,r,memory_test,295,35,gearshift_03n,unseen,,,,no,0.5392253999598324,52,61
5,001,19,m,r,memory_test,296,36,mixer_09s,seen,yes,high,controlled,no,0.447730700019747,51,62
5,001,19,m,r,memory_test,297,37,marshmallow_12s,seen,no,high,uncontrolled,yes,1.7181755000492558,51,61
5,001,19,m,r,memory_test,298,38,broom_08s,unseen,,,,no,0.6613479000516236,52,61
5,001,19,m,r,memory_test,299,39,pepper2_07s,seen,no,high,uncontrolled,no,0.5638372999383137,51,62
5,001,19,m,r,memory_test,300,40,microscope_06s,seen,no,low,uncontrolled,no,0.6465900000184774,51,62
5,001,19,m,r,memory_test,301,41,snorkel_05s,unseen,,,,no,0.930782200070098,52,61
5,001,19,m,r,memory_test,302,42,goggles_12s,unseen,,,,no,0.7875822000205517,52,61
5,001,19,m,r,memory_test,303,43,sweeper_07s,unseen,,,,no,0.5403179000131786,52,61
5,001,19,m,r,memory_test,304,44,olive_08s,unseen,,,,no,0.6013162999879569,52,61
5,001,19,m,r,memory_test,305,45,hamburger_01s,seen,yes,low,controlled,no,0.9153534000506625,51,62
5,001,19,m,r,memory_test,306,46,ginger_03s,seen,yes,high,controlled,yes,0.7437060000374913,51,61
5,001,19,m,r,memory_test,307,47,curling_iron_05s,unseen,,,,no,0.42831240000668913,52,61
5,001,19,m,r,memory_test,308,48,pie_15s,seen,yes,high,controlled,no,0.7360228000907227,51,62
5,001,19,m,r,memory_test,309,49,blueberry_07s,unseen,,,,no,1.0241164000472054,52,61
5,001,19,m,r,memory_test,310,50,nail_file_12s,unseen,,,,no,0.7118994999909773,52,61
5,001,19,m,r,memory_test,311,51,eggshell_12s,unseen,,,,no,0.807236299966462,52,61
5,001,19,m,r,memory_test,312,52,ketchup_14s,unseen,,,,no,0.6148934999946505,52,61
5,001,19,m,r,memory_test,313,53,quiche_14s,unseen,,,,no,0.7225181999383494,52,61
5,001,19,m,r,memory_test,314,54,sorbet_04s,unseen,,,,yes,1.5735196999739856,52,62
5,001,19,m,r,memory_test,315,55,pipe1_06s,seen,yes,low,controlled,no,0.5229617999866605,51,62
5,001,19,m,r,memory_test,316,56,flan_08s,unseen,,,,yes,0.98037599993404,52,62
5,001,19,m,r,memory_test,317,57,gold_12s,unseen,,,,no,0.515881200088188,52,61
5,001,19,m,r,memory_test,318,58,flipper_09s,unseen,,,,no,0.5692164999200031,52,61
5,001,19,m,r,memory_test,319,59,undershirt_04s,unseen,,,,no,0.7689136000117287,52,61
5,001,19,m,r,memory_test,320,60,javelin_02s,unseen,,,,no,0.8707510000094771,52,61
5,001,19,m,r,memory_test,321,61,eye_patch_11s,unseen,,,,no,0.5992921999422833,52,61
5,001,19,m,r,memory_test,322,62,prune_01b,seen,no,low,uncontrolled,no,0.5070407999446616,51,62
5,001,19,m,r,memory_test,323,63,doorstop_01b,seen,no,high,uncontrolled,no,0.5895879999734461,51,62
5,001,19,m,r,memory_test,324,64,costume_08s,seen,yes,high,controlled,no,0.36238970002159476,51,62
5,001,19,m,r,memory_test,325,65,limousine_01s,seen,yes,high,controlled,no,0.6231076999101788,51,62
5,001,19,m,r,memory_test,326,66,chocolate_04n,seen,yes,low,controlled,no,0.625196099979803,51,62
5,001,19,m,r,memory_test,327,67,swimsuit_08s,seen,no,high,uncontrolled,no,0.6004189000232145,51,62
5,001,19,m,r,memory_test,328,68,pizza_03s,unseen,,,,yes,0.8868045998970047,52,62
5,001,19,m,r,memory_test,329,69,checkers_06s,seen,no,high,uncontrolled,no,0.7522070999257267,51,62
5,001,19,m,r,memory_test,330,70,asparagus_07s,unseen,,,,no,0.6743300999514759,52,61
5,001,19,m,r,memory_test,331,71,pasta_03s,seen,no,high,uncontrolled,no,0.9125884999521077,51,62
5,001,19,m,r,memory_test,332,72,pacifier_07s,unseen,,,,no,0.6109652000013739,52,61
5,001,19,m,r,memory_test,333,73,mouse2_11s,unseen,,,,no,0.40150099992752075,52,61
5,001,19,m,r,memory_test,334,74,keyboard_04s,unseen,,,,no,0.8627252998994663,52,61
5,001,19,m,r,memory_test,335,75,vest_05s,seen,yes,high,controlled,no,0.47616580000612885,51,62
5,001,19,m,r,memory_test,336,76,straw2_09s,seen,no,high,uncontrolled,yes,1.0119951999513432,51,61
5,001,19,m,r,memory_test,337,77,thumbtack_04s,seen,yes,high,controlled,no,0.5686993000563234,51,62
5,001,19,m,r,memory_test,338,78,chalk_11s,unseen,,,,no,1.158408800023608,52,61
5,001,19,m,r,memory_test,339,79,cardboard_09s,unseen,,,,no,0.7063504999969155,52,61
5,001,19,m,r,memory_test,340,80,brush_10s,seen,no,high,uncontrolled,no,0.652858900022693,51,62
5,001,19,m,r,memory_test,341,81,omelet_10s,seen,yes,low,controlled,no,0.7347025000490248,51,62
5,001,19,m,r,memory_test,342,82,easter_egg_12s,unseen,,,,no,0.6453816000139341,52,61
5,001,19,m,r,memory_test,343,83,headband_10s,seen,yes,low,controlled,yes,0.8074616999365389,51,61
5,001,19,m,r,memory_test,344,84,jeans_08s,seen,yes,low,controlled,no,0.9642217999789864,51,62
5,001,19,m,r,memory_test,345,85,urinal_10s,unseen,,,,no,0.7053028999362141,52,61
5,001,19,m,r,memory_test,346,86,belt_08s,unseen,,,,no,0.41521660005673766,52,61
5,001,19,m,r,memory_test,347,87,headset_03s,unseen,,,,no,0.402651600074023,52,61
5,001,19,m,r,memory_test,348,88,fingerprint_02s,unseen,,,,yes,2.0403659000294283,52,62
5,001,19,m,r,memory_test,349,89,turf_07s,unseen,,,,no,0.558339299983345,52,61
5,001,19,m,r,memory_test,350,90,bikini_03s,unseen,,,,no,0.5273315999656916,52,61
5,001,19,m,r,memory_test,351,91,bean_04s,seen,yes,high,controlled,no,1.0112877000356093,51,62
5,001,19,m,r,memory_test,352,92,grater_03s,seen,no,low,uncontrolled,no,0.8316681999713182,51,62
5,001,19,m,r,memory_test,353,93,underwear_09s,seen,no,low,uncontrolled,no,0.5414128999691457,51,62
5,001,19,m,r,memory_test,354,94,tack_09s,unseen,,,,no,0.8427755999146029,52,61
5,001,19,m,r,memory_test,355,95,sleeping_bag_02s,unseen,,,,no,0.7811148000182584,52,61
5,001,19,m,r,memory_test,356,96,corn_17s,unseen,,,,yes,1.0733251000056043,52,62
5,001,19,m,r,memory_test,357,97,limousine_10s,unseen,,,,no,0.4881667000008747,52,61
5,001,19,m,r,memory_test,358,98,leggings_04s,seen,no,low,uncontrolled,yes,0.8388778000371531,51,61
5,001,19,m,r,memory_test,359,99,cheesecake_11s,seen,yes,low,controlled,yes,1.1517303000437096,51,61
5,001,19,m,r,memory_test,360,100,waffle_06s,unseen,,,,no,0.7956812999909744,52,61
5,001,19,m,r,memory_test,361,101,electric_chair_09s,seen,yes,low,controlled,no,2.5834490000270307,51,62
5,001,19,m,r,memory_test,362,102,pants_05s,unseen,,,,no,0.9328055999940261,52,61
5,001,19,m,r,memory_test,363,103,chili_04s,seen,no,high,uncontrolled,no,1.175198799930513,51,62
5,001,19,m,r,memory_test,364,104,straightjacket_05s,unseen,,,,no,0.8634910000255331,52,61
5,001,19,m,r,memory_test,365,105,boot_02s,seen,no,low,uncontrolled,no,1.0507309000240639,51,62
5,001,19,m,r,memory_test,366,106,cardigan_11s,unseen,,,,no,0.5981189000885934,52,61
5,001,19,m,r,memory_test,367,107,cream_cheese_12s,seen,no,high,uncontrolled,no,0.43846710002981126,51,62
5,001,19,m,r,memory_test,368,108,trap_07s,unseen,,,,no,0.5962807000614703,52,61
5,001,19,m,r,memory_test,369,109,pesto_14s,seen,yes,low,controlled,yes,0.8792879999382421,51,61
5,001,19,m,r,memory_test,370,110,keyboard_07s,seen,no,low,uncontrolled,no,0.6218833000166342,51,62
5,001,19,m,r,memory_test,371,111,wood_03s,unseen,,,,yes,1.6788580999709666,52,62
5,001,19,m,r,memory_test,372,112,air_mattress_03s,seen,yes,low,controlled,no,0.5968863999005407,51,62
5,001,19,m,r,memory_test,373,113,sofa_bed_12s,unseen,,,,no,0.7053435000125319,52,61
5,001,19,m,r,memory_test,374,114,nail_file_05s,seen,yes,high,controlled,no,0.4920598999597132,51,62
5,001,19,m,r,memory_test,375,115,ready_meal_11s,unseen,,,,no,0.5744181999471039,52,61
5,001,19,m,r,memory_test,376,116,wing_11s,unseen,,,,no,0.8531287000514567,52,61
5,001,19,m,r,memory_test,377,117,tamale_08s,unseen,,,,no,0.47093329997733235,52,61
5,001,19,m,r,memory_test,378,118,hairbrush_08s,unseen,,,,no,0.47219460003543645,52,61
5,001,19,m,r,memory_test,379,119,wetsuit_03s,unseen,,,,no,0.73720350000076,52,61
5,001,19,m,r,memory_test,380,120,cookie_cutter_02s,seen,yes,low,controlled,no,0.45414229994639754,51,62
5,001,19,m,r,memory_test,381,121,mop_10s,seen,no,high,uncontrolled,no,0.4488498999271542,51,62
5,001,19,m,r,memory_test,382,122,pacifier_04s,seen,yes,low,controlled,no,0.5662428999785334,51,62
5,001,19,m,r,memory_test,383,123,corset_17s,seen,no,low,uncontrolled,no,0.5847961000399664,51,62
5,001,19,m,r,memory_test,384,124,gumball_12s,unseen,,,,no,1.1710590000730008,52,61
5,001,19,m,r,memory_test,385,125,footprint_10s,seen,yes,high,controlled,yes,1.2444575000554323,51,61
5,001,19,m,r,memory_test,386,126,headband_09s,unseen,,,,no,0.9374735000310466,52,61
5,001,19,m,r,memory_test,387,127,lipstick_06s,seen,no,low,uncontrolled,no,0.7240791000658646,51,62
5,001,19,m,r,memory_test,388,128,orange_rind_08s,seen,no,high,uncontrolled,yes,0.8115400000242516,51,61
5,001,19,m,r,memory_test,389,129,throne_12s,seen,no,high,uncontrolled,no,0.6165977999335155,51,62
5,001,19,m,r,memory_test,390,130,spider_web_14s,unseen,,,,no,0.7430374999530613,52,61
5,001,19,m,r,memory_test,391,131,frisbee_04s,unseen,,,,no,1.19280910002999,52,61
5,001,19,m,r,memory_test,392,132,wooden_leg_02s,seen,no,low,uncontrolled,no,0.5697571999626234,51,62
5,001,19,m,r,memory_test,393,133,visor_13s,seen,yes,high,controlled,no,0.5215076000895351,51,62
5,001,19,m,r,memory_test,394,134,punching_bag_12s,seen,no,low,uncontrolled,no,0.8563450999790803,51,62
5,001,19,m,r,memory_test,395,135,step_stool_11s,unseen,,,,no,0.44706789997871965,52,61
5,001,19,m,r,memory_test,396,136,javelin_01s,seen,yes,high,controlled,no,0.6051117999013513,51,62
5,001,19,m,r,memory_test,397,137,leggings_12s,unseen,,,,no,0.4558619000017643,52,61
5,001,19,m,r,memory_test,398,138,quesadilla_06s,seen,no,high,uncontrolled,no,1.051827699993737,51,62
5,001,19,m,r,memory_test,399,139,stair_02s,seen,no,high,uncontrolled,no,0.4913345000240952,51,62
5,001,19,m,r,memory_test,400,140,jelly_bean_13n,unseen,,,,no,1.404713699943386,52,61
5,001,19,m,r,memory_test,401,141,snorkel_09s,seen,no,low,uncontrolled,no,0.648026300012134,51,62
5,001,19,m,r,memory_test,402,142,riser_11s,seen,yes,low,controlled,no,0.8860827001044527,51,62
5,001,19,m,r,memory_test,403,143,footbath_02s,unseen,,,,no,0.7860191999934614,52,61
5,001,19,m,r,memory_test,404,144,drumstick_04s,unseen,,,,no,0.8702802000334486,52,61
5,001,19,m,r,memory_test,405,145,staple_01b,unseen,,,,no,0.6354074999690056,52,61
5,001,19,m,r,memory_test,406,146,toast_07s,seen,no,high,uncontrolled,no,0.3814224998932332,51,62
5,001,19,m,r,memory_test,407,147,hairdryer_06s,seen,no,high,uncontrolled,no,0.5639459000667557,51,62
5,001,19,m,r,memory_test,408,148,eye_patch_10s,seen,no,low,uncontrolled,no,0.7001332000363618,51,62
5,001,19,m,r,memory_test,409,149,exerciser_08s,seen,yes,low,controlled,no,0.4506287999683991,51,62
5,001,19,m,r,memory_test,410,150,peanut_butter_02s,unseen,,,,no,0.9896069999085739,52,61
5,001,19,m,r,memory_test,411,151,bib_15n,unseen,,,,no,0.5053158999653533,52,61
5,001,19,m,r,memory_test,412,152,bun_04s,seen,no,high,uncontrolled,no,0.30672469991259277,51,62
5,001,19,m,r,memory_test,413,153,saffron_02s,unseen,,,,no,0.6403253999305889,52,61
5,001,19,m,r,memory_test,414,154,robot_07s,seen,no,high,uncontrolled,no,0.6066452999366447,51,62
5,001,19,m,r,memory_test,415,155,peach_01b,unseen,,,,no,0.824908799957484,52,61
5,001,19,m,r,memory_test,416,156,pickle_09s,seen,no,high,uncontrolled,no,0.6077348000835627,51,62
5,001,19,m,r,memory_test,417,157,mosquito_net_07s,seen,no,high,uncontrolled,yes,0.8268482000567019,51,61
5,001,19,m,r,memory_test,418,158,undershirt_12s,seen,yes,low,controlled,no,0.9219450999516994,51,62
5,001,19,m,r,memory_test,419,159,hinge_12s,seen,yes,high,controlled,yes,0.9189875000156462,51,61
5,001,19,m,r,memory_test,420,160,hot_tub_07s,seen,no,low,uncontrolled,no,0.6583495000377297,51,62
5,001,19,m,r,memory_test,421,161,glove_15s,seen,yes,high,controlled,no,0.6954547999193892,51,62
5,001,19,m,r,memory_test,422,162,jeans_04s,unseen,,,,no,0.5854146999772638,52,61
5,001,19,m,r,memory_test,423,163,spider_web_13s,seen,no,high,uncontrolled,no,1.016386599978432,51,62
5,001,19,m,r,memory_test,424,164,pants_03s,seen,no,low,uncontrolled,no,1.1113968999125063,51,62
5,001,19,m,r,memory_test,425,165,peach_09n,seen,yes,high,controlled,no,0.900303200003691,51,62
5,001,19,m,r,memory_test,426,166,boa_11s,unseen,,,,no,0.5360899999504909,52,61
5,001,19,m,r,memory_test,427,167,roll_11s,seen,no,high,uncontrolled,no,0.6992099999915808,51,62
5,001,19,m,r,memory_test,428,168,pallet_04s,seen,no,low,uncontrolled,no,0.7784405000275001,51,62
5,001,19,m,r,memory_test,429,169,asparagus_04s,seen,yes,low,controlled,no,0.6846447999123484,51,62
5,001,19,m,r,memory_test,430,170,dice_05s,seen,yes,high,controlled,yes,1.537816199939698,51,61
5,001,19,m,r,memory_test,431,171,pocket_08s,seen,yes,low,controlled,no,0.6917748000705615,51,62
5,001,19,m,r,memory_test,432,172,donut_15s,seen,no,high,uncontrolled,no,0.8221152001060545,51,62
5,001,19,m,r,memory_test,433,173,visor_11s,unseen,,,,no,0.7520759999752045,52,61
5,001,19,m,r,memory_test,434,174,blindfold_16s,unseen,,,,no,0.4853101000189781,52,61
