participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_onset,mem_trigger_resp
8,001,28,f,r,memory_test,241,1,dip_04s,seen,no,low,uncontrolled,yes,1.5572405999992043,51,61
8,001,28,f,r,memory_test,242,2,javelin_01s,seen,yes,low,controlled,yes,1.1555526999291033,51,61
8,001,28,f,r,memory_test,243,3,windsock_09s,seen,yes,high,controlled,yes,0.871686500031501,51,61
8,001,28,f,r,memory_test,244,4,pill_04s,unseen,,,,no,0.8981914999894798,52,61
8,001,28,f,r,memory_test,245,5,bowtie_14s,seen,yes,low,controlled,no,1.393075699917972,51,62
8,001,28,f,r,memory_test,246,6,stockings_06s,seen,yes,low,controlled,yes,0.778264399850741,51,61
8,001,28,f,r,memory_test,247,7,fishhook_09s,seen,no,low,uncontrolled,yes,0.8089610999450088,51,61
8,001,28,f,r,memory_test,248,8,cream_cheese_05s,unseen,,,,no,0.9777065000962466,52,61
8,001,28,f,r,memory_test,249,9,duster_07s,unseen,,,,no,1.0704763000831008,52,61
8,001,28,f,r,memory_test,250,10,footbath_02s,seen,yes,low,controlled,yes,0.7220944000873715,51,61
8,001,28,f,r,memory_test,251,11,toga_04s,unseen,,,,yes,1.4115144999232143,52,62
8,001,28,f,r,memory_test,252,12,turf_07s,seen,yes,low,controlled,yes,0.7700631998013705,51,61
8,001,28,f,r,memory_test,253,13,gum_10s,seen,yes,high,controlled,no,0.5892282000277191,51,62
8,001,28,f,r,memory_test,254,14,coffee_filter_05s,seen,no,low,uncontrolled,no,0.9548690000083297,51,62
8,001,28,f,r,memory_test,255,15,visor_13s,unseen,,,,no,1.0903357998467982,52,61
8,001,28,f,r,memory_test,256,16,steak_15s,unseen,,,,no,0.8651880000252277,52,61
8,001,28,f,r,memory_test,257,17,ice_pack_10s,unseen,,,,yes,1.3159334999509156,52,62
8,001,28,f,r,memory_test,258,18,taffy_08s,seen,yes,high,controlled,yes,1.0464881998486817,51,61
8,001,28,f,r,memory_test,259,19,mosquito_net_02s,seen,no,low,uncontrolled,yes,0.8674953000154346,51,61
8,001,28,f,r,memory_test,260,20,holster_09s,unseen,,,,no,0.846875499933958,52,61
8,001,28,f,r,memory_test,261,21,brick_09s,unseen,,,,no,0.8318779000546783,52,61
8,001,28,f,r,memory_test,262,22,spaghetti_07s,unseen,,,,yes,0.8130389999132603,52,62
8,001,28,f,r,memory_test,263,23,chicken1_08s,seen,no,low,uncontrolled,yes,0.6442725001834333,51,61
8,001,28,f,r,memory_test,264,24,crouton_12s,unseen,,,,no,0.9331880998797715,52,61
8,001,28,f,r,memory_test,265,25,computer_screen_12s,seen,yes,low,controlled,no,0.9714949999470264,51,62
8,001,28,f,r,memory_test,266,26,magnet_12s,seen,no,low,uncontrolled,yes,0.8057859998662025,51,61
8,001,28,f,r,memory_test,267,27,pants_11s,unseen,,,,no,0.8396246000193059,52,61
8,001,28,f,r,memory_test,268,28,coffin_06s,unseen,,,,no,0.9442320999223739,52,61
8,001,28,f,r,memory_test,269,29,dishrag_10s,unseen,,,,yes,0.4842016000766307,52,62
8,001,28,f,r,memory_test,270,30,tee_01b,seen,no,low,uncontrolled,no,0.494108600076288,51,62
8,001,28,f,r,memory_test,271,31,pizza_03s,seen,yes,high,controlled,yes,1.411090699955821,51,61
8,001,28,f,r,memory_test,272,32,sandbox_06s,unseen,,,,no,1.028900100151077,52,61
8,001,28,f,r,memory_test,273,33,ketchup_10s,unseen,,,,yes,1.4283109998796135,52,62
8,001,28,f,r,memory_test,274,34,croissant_13s,unseen,,,,no,0.8972596998792142,52,61
8,001,28,f,r,memory_test,275,35,blueberry_07s,unseen,,,,no,1.274463899899274,52,61
8,001,28,f,r,memory_test,276,36,belt_14s,seen,no,low,uncontrolled,yes,1.146434900118038,51,61
8,001,28,f,r,memory_test,277,37,coaster_08s,unseen,,,,no,1.7255210001021624,52,61
8,001,28,f,r,memory_test,278,38,omelet_16s,unseen,,,,no,1.1284289001487195,52,61
8,001,28,f,r,memory_test,279,39,hamburger_10s,unseen,,,,yes,1.337570199975744,52,62
8,001,28,f,r,memory_test,280,40,breadstick_14s,seen,yes,high,controlled,yes,0.724065100075677,51,61
8,001,28,f,r,memory_test,281,41,skewer_09s,unseen,,,,no,0.7872425999958068,52,61
8,001,28,f,r,memory_test,282,42,refrigerator_11s,seen,yes,high,controlled,yes,0.9759339999873191,51,61
8,001,28,f,r,memory_test,283,43,grapefruit_09s,seen,no,low,uncontrolled,yes,1.5790896001271904,51,61
8,001,28,f,r,memory_test,284,44,barrette_09s,seen,yes,low,controlled,yes,1.0022922998759896,51,61
8,001,28,f,r,memory_test,285,45,limousine_10s,seen,no,low,uncontrolled,no,0.8247807999141514,51,62
8,001,28,f,r,memory_test,286,46,hairbrush_08s,unseen,,,,yes,0.8398237000219524,52,62
8,001,28,f,r,memory_test,287,47,peg_08s,unseen,,,,yes,1.8024945999495685,52,62
8,001,28,f,r,memory_test,288,48,bracelet1_12s,seen,yes,high,controlled,yes,0.8402869000565261,51,61
8,001,28,f,r,memory_test,289,49,caramel_09s,unseen,,,,no,0.8245524000376463,52,61
8,001,28,f,r,memory_test,290,50,corset_09s,seen,no,high,uncontrolled,yes,0.8446863000281155,51,61
8,001,28,f,r,memory_test,291,51,toothbrush_12s,unseen,,,,no,0.8267741000745445,52,61
8,001,28,f,r,memory_test,292,52,wafer_08s,seen,yes,low,controlled,yes,0.801469799829647,51,61
8,001,28,f,r,memory_test,293,53,yo-yo_12s,unseen,,,,no,0.7443297000136226,52,61
8,001,28,f,r,memory_test,294,54,dumpster_02s,unseen,,,,yes,1.01980539993383,52,62
8,001,28,f,r,memory_test,295,55,marshmallow_12s,seen,no,low,uncontrolled,no,0.6636367000173777,51,62
8,001,28,f,r,memory_test,296,56,candy_10s,seen,yes,low,controlled,yes,1.277136200107634,51,61
8,001,28,f,r,memory_test,297,57,tiramisu_12s,seen,yes,high,controlled,yes,1.1267832000739872,51,61
8,001,28,f,r,memory_test,298,58,nest_01b,unseen,,,,no,0.7064910000190139,52,61
8,001,28,f,r,memory_test,299,59,polo_shirt_14s,unseen,,,,yes,0.5996145999524742,52,62
8,001,28,f,r,memory_test,300,60,hotdog_03s,seen,no,low,uncontrolled,no,1.0985699999146163,51,62
8,001,28,f,r,memory_test,301,61,ham_05s,seen,no,low,uncontrolled,yes,0.9825036998372525,51,61
8,001,28,f,r,memory_test,302,62,pistachio_11s,unseen,,,,yes,1.0553085999563336,52,62
8,001,28,f,r,memory_test,303,63,chocolate_11s,unseen,,,,no,0.8044049001764506,52,61
8,001,28,f,r,memory_test,304,64,piggy_bank_01b,seen,yes,low,controlled,yes,0.7465607000049204,51,61
8,001,28,f,r,memory_test,305,65,trombone_14s,seen,no,high,uncontrolled,yes,0.7464851001277566,51,61
8,001,28,f,r,memory_test,306,66,shorts_12s,unseen,,,,no,0.907651900080964,52,61
8,001,28,f,r,memory_test,307,67,creme_brulee_07s,seen,no,high,uncontrolled,no,1.1055852000135928,51,62
8,001,28,f,r,memory_test,308,68,tent_12s,seen,no,high,uncontrolled,yes,0.7739909999072552,51,61
8,001,28,f,r,memory_test,309,69,bean_04s,unseen,,,,yes,0.659761699847877,52,62
8,001,28,f,r,memory_test,310,70,soap_06s,unseen,,,,no,1.0855934999417514,52,61
8,001,28,f,r,memory_test,311,71,toothpaste_10s,unseen,,,,yes,2.054839399876073,52,62
8,001,28,f,r,memory_test,312,72,squirt_gun_15s,seen,yes,high,controlled,yes,0.835317200049758,51,61
8,001,28,f,r,memory_test,313,73,wetsuit_09s,seen,no,low,uncontrolled,yes,1.1287575999740511,51,61
8,001,28,f,r,memory_test,314,74,snorkel_05s,seen,yes,high,controlled,yes,0.9333225002046674,51,61
8,001,28,f,r,memory_test,315,75,fishnet_stockings_14s,seen,yes,high,controlled,yes,0.7308478001505136,51,61
8,001,28,f,r,memory_test,316,76,shears_03s,unseen,,,,no,0.7267597999889404,52,61
8,001,28,f,r,memory_test,317,77,container_04s,seen,no,high,uncontrolled,yes,1.0555843999609351,51,61
8,001,28,f,r,memory_test,318,78,sequin_08s,seen,no,low,uncontrolled,yes,0.7881179999094456,51,61
8,001,28,f,r,memory_test,319,79,coffee_bean_12s,seen,no,low,uncontrolled,no,0.8550398999359459,51,62
8,001,28,f,r,memory_test,320,80,sushi_08s,seen,no,high,uncontrolled,yes,1.4150086999870837,51,61
8,001,28,f,r,memory_test,321,81,skirt_02s,seen,no,low,uncontrolled,yes,0.7828069999814034,51,61
8,001,28,f,r,memory_test,322,82,pocket_01b,seen,yes,high,controlled,yes,0.6561863000970334,51,61
8,001,28,f,r,memory_test,323,83,coffee_13s,seen,yes,high,controlled,yes,3.5895487999077886,51,61
8,001,28,f,r,memory_test,324,84,mullet_03s,seen,yes,low,controlled,yes,0.9938551001250744,51,61
8,001,28,f,r,memory_test,325,85,footprint_11s,unseen,,,,no,0.8300447000656277,52,61
8,001,28,f,r,memory_test,326,86,safety_pin_03s,seen,yes,high,controlled,yes,0.7163392000366002,51,61
8,001,28,f,r,memory_test,327,87,air_mattress_13s,unseen,,,,no,1.8791181000415236,52,61
8,001,28,f,r,memory_test,328,88,bowling_ball_01b,seen,yes,low,controlled,no,1.2037559999153018,51,62
8,001,28,f,r,memory_test,329,89,string_cheese_01b,seen,yes,low,controlled,no,1.4940899999346584,51,62
8,001,28,f,r,memory_test,330,90,bandanna_10s,unseen,,,,yes,0.9198835999704897,52,62
8,001,28,f,r,memory_test,331,91,jelly_bean_13n,seen,no,low,uncontrolled,yes,0.6484788998495787,51,61
8,001,28,f,r,memory_test,332,92,origami_03s,seen,no,high,uncontrolled,yes,0.7589012000244111,51,61
8,001,28,f,r,memory_test,333,93,eggshell_13s,unseen,,,,no,1.8520086000207812,52,61
8,001,28,f,r,memory_test,334,94,exerciser_05s,seen,no,low,uncontrolled,yes,1.7355804000981152,51,61
