thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,11,10,001,40,f,r,calibration,0.85,2,-1,11,0.7133701336716126,0.9118086882105548,1,False,1.9538182998076081,False,square,square,0.48187435508863524,11.07812844414368,2005.141248390006,149.87005358236078,1428,[np.int64(1195)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,12,10,001,40,f,r,calibration,0.85,2,-1,12,0.6580745541515514,0.654725510385422,1,False,1.8046357000712305,False,square,square,0.4779763289717748,6.869560332936941,1243.3904202615863,57.38968562144674,3,[np.int64(591)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,13,10,001,40,f,r,calibration,0.85,2,-1,13,0.5981210736084265,0.3976423325602886,1,False,2.0362754999659956,False,dot,dot,0.4858803373005623,3.2645008205895665,590.8746485267116,33.666675157567106,1521,[np.int64(622)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,14,10,001,40,f,r,calibration,0.85,2,-1,14,0.5981210736084265,0.3976423325602886,1,False,1.219285000115633,False,dot,dot,0.49157064498941344,11.94368196711517,2161.8064360478456,144.39012706681035,755,[np.int64(1458)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,15,10,001,40,f,r,calibration,0.85,2,-1,15,0.5350820483873121,0.14055915473515587,1,False,1.1871105001773685,False,square,square,0.5079015123121072,15.385597185239362,2784.7930905283247,181.93408508158387,667,[np.int64(1191)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,16,10,001,40,f,r,calibration,0.85,2,-1,16,0.5350820483873121,0.14055915473515587,1,False,1.1557396999560297,False,square,square,0.5208214222905706,6.4751066822172465,1171.9943094813216,146.30792947664656,985,[np.int64(79)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,17,10,001,40,f,r,calibration,0.85,2,-1,17,0.5350820483873121,0.14055915473515587,1,False,2.4849088999908417,False,dot,dot,0.5294430298045341,2.4825506470077108,449.34166710839565,39.834364330633434,1122,[np.int64(775)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,18,10,001,40,f,r,calibration,0.85,2,-1,18,0.47090191089840744,-0.11652402308997703,1,False,1.5207158999983221,False,dot,dot,0.546214227243198,3.448898585801658,624.2506440301001,38.611170794968025,177,[np.int64(1279)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,19,10,001,40,f,r,calibration,0.85,2,-1,19,0.47090191089840744,-0.11652402308997703,1,False,1.0704014000948519,False,dot,dot,0.5575148680719717,10.85609276724398,1964.9527908711605,146.61277382211946,1491,[np.int64(1089)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,20,10,001,40,f,r,calibration,0.85,2,-1,20,0.47090191089840744,-0.11652402308997703,1,False,2.319173200055957,False,dot,dot,0.562681167049255,4.2138616512492195,762.7089588761087,105.06646416227233,1348,[np.int64(444)],-0.17094690915830804,3.2593228755447403,2.046752742291612,0.021947435539427577,0.020414662316152465,,,,,,,,,,10,001,40,f,r,,,,,,,
,,21,10,001,40,f,r,calibration,0.85,2,-1,21,0.47090191089840744,-0.11652402308997703,0,False,1.0028945000376552,False,dot,square,0.470082709598629,-2.813730642321803,-509.28524626024637,122.65279934769369,1245,[np.int64(656)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,22,10,001,40,f,r,calibration,0.85,2,-1,22,0.5350820483873121,0.14055915473515587,1,False,0.9344785998109728,False,square,square,0.46737307257831384,10.419675289619082,1885.9612274210538,144.46051155119716,686,[np.int64(153)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,23,10,001,40,f,r,calibration,0.85,2,-1,23,0.5350820483873121,0.14055915473515587,1,False,1.0809364998713136,False,square,square,0.4621744739830548,10.221621313207018,1850.1134576904703,166.24807909975496,764,[np.int64(1445)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,24,10,001,40,f,r,calibration,0.85,2,-1,24,0.5350820483873121,0.14055915473515587,1,False,1.171390599803999,False,dot,dot,0.4552059886913453,12.391435280763963,2242.8497858182773,167.66772418413518,1059,[np.int64(949)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,25,10,001,40,f,r,calibration,0.85,2,-1,25,0.47090191089840744,-0.11652402308997703,0,False,1.119320899946615,False,square,dot,0.39833421410966835,5.992642494766194,1084.6682915526812,132.4218530811474,1501,[np.int64(515)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,26,10,001,40,f,r,calibration,0.85,2,-1,26,0.5981210736084265,0.3976423325602886,1,False,1.0985216000117362,False,dot,dot,0.3861091653661855,12.685448776695855,2296.06622858195,176.48604737401902,920,[np.int64(510)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,27,10,001,40,f,r,calibration,0.85,2,-1,27,0.5350820483873121,0.14055915473515587,1,False,1.1314532000105828,False,square,square,0.379317194984433,17.081907760383906,3091.8253046294867,227.61664219896417,1076,[np.int64(978)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,28,10,001,40,f,r,calibration,0.85,2,-1,28,0.5350820483873121,0.14055915473515587,1,False,1.0534099999349564,False,dot,dot,0.3720993324330384,13.865722996858539,2509.6958624313957,210.36983666970673,930,[np.int64(1432)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,29,10,001,40,f,r,calibration,0.85,2,-1,29,0.5350820483873121,0.14055915473515587,1,False,0.9697072000708431,False,square,square,0.36489123713727606,9.81725946417021,1776.9239630148081,127.56723093948956,1003,[np.int64(879)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,30,10,001,40,f,r,calibration,0.85,2,-1,30,0.5350820483873121,0.14055915473515587,0,False,0.9359244999941438,False,square,dot,0.34396871209700197,8.000407251156096,1448.0737124592533,125.47107179577525,975,[np.int64(1595)],0.07130585085666491,3.2551920245248875,2.030677388723829,0.02270437595684246,0.020633165667338593,,,,,,,,,,10,001,40,f,r,,,,,,,
,,31,10,001,40,f,r,calibration,0.85,2,-1,31,0.5981210736084265,0.3976423325602886,1,False,1.4000393999740481,False,square,square,0.333708685166242,15.531335146039114,2811.1716614330794,260.18717947115084,890,[np.int64(980)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,32,10,001,40,f,r,calibration,0.85,2,-1,32,0.5350820483873121,0.14055915473515587,1,False,1.2645497999619693,False,square,square,0.32789810881701215,10.802344639958328,1955.2243798324573,182.54562844323758,586,[np.int64(1023)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,33,10,001,40,f,r,calibration,0.85,2,-1,33,0.5350820483873121,0.14055915473515587,1,False,1.0360724001657218,False,dot,dot,0.3222125358968877,7.928981660103479,1435.1456804787297,70.8162612444058,415,[np.int64(711)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,34,10,001,40,f,r,calibration,0.85,2,-1,34,0.5350820483873121,0.14055915473515587,1,False,1.136133600026369,False,square,square,0.3168401416267361,10.438645692598765,1889.3948703603764,157.6550990966735,1295,[np.int64(1106)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,35,10,001,40,f,r,calibration,0.85,2,-1,35,0.5350820483873121,0.14055915473515587,0,False,0.9357310000341386,False,square,dot,0.301842879031822,7.073717806319312,1280.3429229437954,160.9446426393742,1200,[np.int64(1156)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,36,10,001,40,f,r,calibration,0.85,2,-1,36,0.5350820483873121,0.14055915473515587,0,False,1.114712700014934,False,dot,square,0.2943080870169934,1.6276054554859518,294.5965874429573,34.10098826532985,83,[np.int64(839)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,37,10,001,40,f,r,calibration,0.85,2,-1,37,0.5981210736084265,0.3976423325602886,0,False,2.5152037998195738,False,square,dot,0.30365162163300696,14.355016494533258,2598.2579855105196,179.1703313841569,1416,[np.int64(1402)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,38,10,001,40,f,r,calibration,0.85,2,-1,38,0.6580745541515514,0.654725510385422,1,False,0.9694318999536335,False,square,square,0.2929737921336657,16.583099595516835,3001.5410267885472,162.81150806665877,1583,[np.int64(1061)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,39,10,001,40,f,r,calibration,0.85,2,-1,39,0.5981210736084265,0.3976423325602886,1,False,1.216024599969387,False,dot,dot,0.2846356144595997,18.19694429367894,3293.646917155888,240.01865673688377,888,[np.int64(789)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,40,10,001,40,f,r,calibration,0.85,2,-1,40,0.5981210736084265,0.3976423325602886,1,False,1.1320728999562562,False,square,square,0.2767436127911893,10.236318203763918,1852.7735948812692,109.28612801296686,1049,[np.int64(774)],0.1997108444119279,3.0287742619973956,1.861981339583779,0.024074530426054775,0.020990688013861482,,,,,,,,,,10,001,40,f,r,,,,,,,
,,41,10,001,40,f,r,calibration,0.85,2,-1,41,0.5981210736084265,0.3976423325602886,1,False,1.1338671001140028,False,square,square,0.26935317512123846,12.687591746728108,2296.4541061577875,204.185197429727,597,[np.int64(833)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,42,10,001,40,f,r,calibration,0.85,2,-1,42,0.5981210736084265,0.3976423325602886,1,False,1.1374245998449624,False,square,square,0.2625015879275502,10.300682992898002,1864.4236217145385,147.08370679025836,1298,[np.int64(1467)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,43,10,001,40,f,r,calibration,0.85,2,-1,43,0.5981210736084265,0.3976423325602886,1,False,1.1176658000331372,False,square,square,0.2562091991069107,11.36375852494027,2056.840293014189,160.38446219123452,602,[np.int64(647)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,44,10,001,40,f,r,calibration,0.85,2,-1,44,0.5981210736084265,0.3976423325602886,0,False,0.8867798999417573,False,square,dot,0.26068158399568214,5.507303033112311,996.8218489933283,86.00983422218995,424,[np.int64(84)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,45,10,001,40,f,r,calibration,0.85,2,-1,45,0.5981210736084265,0.3976423325602886,1,False,1.0506997001357377,False,dot,dot,0.2546402221721542,9.222365753642778,1669.2482014093428,115.85745737206138,554,[np.int64(916)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,46,10,001,40,f,r,calibration,0.85,2,-1,46,0.5981210736084265,0.3976423325602886,1,False,0.8484819999430329,False,dot,dot,0.2490092472669705,13.21300373909211,2391.553676775672,216.96897472783982,1168,[np.int64(1363)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,47,10,001,40,f,r,calibration,0.85,2,-1,47,0.5981210736084265,0.3976423325602886,1,False,0.7535987000446767,False,dot,dot,0.24379048192493807,16.169917345894852,2926.7550396069682,220.1509563035479,997,[np.int64(156)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,48,10,001,40,f,r,calibration,0.85,2,-1,48,0.5981210736084265,0.3976423325602886,1,False,0.6868233000859618,False,dot,dot,0.23898037443911233,10.722274831279917,1940.731744461665,179.9117835963655,612,[np.int64(555)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,49,10,001,40,f,r,calibration,0.85,2,-1,49,0.5981210736084265,0.3976423325602886,1,False,1.0523548999335617,False,square,square,0.23457054267274552,10.956860318059945,1983.19171756885,128.00957299944284,1104,[np.int64(1309)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,50,10,001,40,f,r,calibration,0.85,2,-1,50,0.5981210736084265,0.3976423325602886,1,False,0.7529372998978943,False,dot,dot,0.23054836949535643,2.561885080887562,463.7011996406487,73.24836368450384,1189,[np.int64(945)],0.10202573533049633,3.238035081051542,1.9588810942650068,0.022527846218219454,0.02050300871971377,,,,,,,,,,10,001,40,f,r,,,,,,,
,,51,10,001,40,f,r,calibration,0.85,2,-1,51,0.5350820483873121,0.14055915473515587,1,False,2.2194869997911155,False,square,square,0.228874265077481,2.805670149996945,507.82629714944704,59.49086795751097,242,[np.int64(1514)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,52,10,001,40,f,r,calibration,0.85,2,-1,52,0.5350820483873121,0.14055915473515587,1,False,0.9202491000760347,False,dot,dot,0.2272212606456633,8.150715028818732,1475.2794202161904,134.87319424543028,245,[np.int64(968)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,53,10,001,40,f,r,calibration,0.85,2,-1,53,0.5350820483873121,0.14055915473515587,1,False,0.903574800118804,False,square,square,0.2256053798006611,11.690742973172886,2116.0244781442925,148.11844557118062,702,[np.int64(46)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,54,10,001,40,f,r,calibration,0.85,2,-1,54,0.5350820483873121,0.14055915473515587,1,False,0.7683903998695314,False,square,square,0.22404119104809705,8.727026736916676,1579.5918393819184,101.75300718716507,786,[np.int64(148)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,55,10,001,40,f,r,calibration,0.85,2,-1,55,0.5350820483873121,0.14055915473515587,1,False,0.6032227999530733,False,dot,dot,0.22254150015925567,11.631218817061233,2105.250605888083,206.90855423860592,1529,[np.int64(319)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,56,10,001,40,f,r,calibration,0.85,2,-1,56,0.5350820483873121,0.14055915473515587,1,False,0.6517972000874579,False,square,square,0.22111713514215875,6.407572160957968,1159.7705611333922,58.297366329045985,1406,[np.int64(1497)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,57,10,001,40,f,r,calibration,0.85,2,-1,57,0.5350820483873121,0.14055915473515587,1,False,0.6208244001027197,False,dot,dot,0.21977681755534512,10.828430142941153,1959.9458558723486,165.15235989399991,1436,[np.int64(240)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,58,10,001,40,f,r,calibration,0.85,2,-1,58,0.5350820483873121,0.14055915473515587,1,False,0.6192040001042187,False,square,square,0.21852711210496062,7.910492175503628,1431.7990837661566,128.6432802781252,124,[np.int64(637)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,59,10,001,40,f,r,calibration,0.85,2,-1,59,0.5350820483873121,0.14055915473515587,1,False,0.6540312999859452,False,square,square,0.21737244542393658,8.500254490515406,1538.5460627832886,81.50785260243097,958,[np.int64(981)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,60,10,001,40,f,r,calibration,0.85,2,-1,60,0.47090191089840744,-0.11652402308997703,1,False,1.0204396001063287,False,square,square,0.21971127781201827,6.861606053416903,1241.9506956684595,115.396925737989,1592,[np.int64(1155)],-0.09865567305310126,3.5976989452671218,2.1538792788605807,0.01957382823589983,0.019369530565438765,,,,,,,,,,10,001,40,f,r,,,,,,,
,,61,10,001,40,f,r,calibration,0.85,2,-1,61,0.47090191089840744,-0.11652402308997703,1,False,0.836551700020209,False,square,square,0.22189367848224378,4.753912925243589,860.4582394690897,157.221913403582,1051,[np.int64(1284)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,62,10,001,40,f,r,calibration,0.85,2,-1,62,0.47090191089840744,-0.11652402308997703,0,False,0.7646071999333799,False,dot,square,0.2026247741859031,8.087148946153878,1463.773959253852,287.60038320037376,1446,[np.int64(745)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,63,10,001,40,f,r,calibration,0.85,2,-1,63,0.5350820483873121,0.14055915473515587,1,False,0.7000700000207871,False,dot,dot,0.20113076353905168,9.30651908665349,1684.4799546842817,105.09761351817097,125,[np.int64(620)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,64,10,001,40,f,r,calibration,0.85,2,-1,64,0.5350820483873121,0.14055915473515587,1,False,0.6319499998353422,False,square,square,0.19975234716295515,6.046498913355475,1094.416303317341,97.57418286558735,806,[np.int64(261)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,,,,,,,
,,65,10,001,40,f,r,calibration,0.55,2,0,1,0.347354013008391,-0.6306903787402434,1,False,0.8366456001531333,False,dot,dot,0.9585022178944526,2.02282887234898,366.1320258951653,196.8985847325433,977,[np.int64(305)],-0.6105307855798056,3.2449087058269095,2.055422663760532,0.0257181206205907,0.02148187862845949,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,66,10,001,40,f,r,calibration,0.55,2,0,2,0.347354013008391,-0.6306903787402434,1,False,0.7357311998493969,False,dot,dot,0.9261401199953351,0.37796217887542094,68.4111543764512,106.05027877637599,111,[np.int64(1574)],-0.8088180781535858,3.249478062754128,2.0577708660113303,0.025403727978280513,0.021413000928689013,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,67,10,001,40,f,r,calibration,0.55,2,0,3,0.40766968306220214,-0.37360720091511007,0,False,0.7696021001320332,False,square,dot,0.8577065355739377,3.6685361868817106,664.0050498255896,189.33241973122435,235,[np.int64(551)],-0.11035630232260359,3.118646214381694,2.0043000006396867,0.02701312168069854,0.021708242636034276,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,68,10,001,40,f,r,calibration,0.55,2,0,4,0.40766968306220214,-0.37360720091511007,0,False,1.1825512999203056,False,square,dot,0.7120014164022872,5.288819425139986,957.2763159503374,84.48637647891199,750,[np.int64(1015)],0.27487334930366863,3.1671149997730623,2.023744802639669,0.027632467193165727,0.021802787037637685,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,69,10,001,40,f,r,calibration,0.55,2,0,5,0.5981210736084265,0.3976423325602886,1,False,0.6474788999184966,False,dot,dot,0.690614876461618,9.139529891270533,1654.2549103199665,163.75893323430995,959,[np.int64(1289)],0.15118654660903888,3.184254301421752,2.0319127340434378,0.027286494156793448,0.021749342776679448,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,70,10,001,40,f,r,calibration,0.55,2,0,6,0.5981210736084265,0.3976423325602886,1,False,0.715919200098142,False,dot,dot,0.662840368675673,15.37323547561665,2782.5556210866134,115.27853804029448,1020,[np.int64(1274)],0.04065446730844163,3.2154330693491935,2.046078162653946,0.026921169601523545,0.02168846110765825,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,71,10,001,40,f,r,calibration,0.55,2,0,7,0.5981210736084265,0.3976423325602886,0,False,0.7195065000560135,False,dot,square,0.6307400149880665,12.698347397000436,2298.400878857079,189.52257216878982,1227,[np.int64(1070)],0.45098190362510315,3.031765127498631,1.9531468648742034,0.028550277860010093,0.021903788676628642,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,72,10,001,40,f,r,calibration,0.55,2,0,8,0.6580745541515514,0.654725510385422,1,False,0.915680899983272,False,dot,dot,0.6089854905490166,14.075060797451508,2547.586004338723,174.1322254685421,1302,[np.int64(384)],0.3528424233776833,3.0592314366964533,1.9671015532461251,0.028186047063202383,0.021858561448147695,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,73,10,001,40,f,r,calibration,0.55,2,0,9,0.6580745541515514,0.654725510385422,1,False,0.745256399968639,False,dot,dot,0.584413740826928,10.111034841197714,1830.0973062567862,184.30096104214437,1087,[np.int64(503)],0.2657193635049968,3.098351902756897,1.9863203316282267,0.02780656630535803,0.021806668312331072,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,74,10,001,40,f,r,calibration,0.55,2,0,10,0.6580745541515514,0.654725510385422,1,False,0.7503960998728871,False,dot,dot,0.5596545367526504,13.198863192685675,2388.994237876107,167.91694857918552,178,[np.int64(60)],0.18980090354146373,3.14726151530392,2.0094713272056826,0.02741474497037029,0.021747967033464356,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,75,10,001,40,f,r,calibration,0.55,2,0,11,0.5981210736084265,0.3976423325602886,1,False,1.6219311999157071,False,dot,dot,0.5422648597053337,15.09909721386594,2732.9365957097352,217.18635322853137,195,[np.int64(1053)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,76,10,001,40,f,r,calibration,0.55,2,0,12,0.5981210736084265,0.3976423325602886,1,False,1.0209914001170546,False,square,square,0.5247902726823835,9.723569838622629,1759.9661407906958,107.1276175708706,386,[np.int64(962)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,77,10,001,40,f,r,calibration,0.55,2,0,13,0.5350820483873121,0.14055915473515587,1,False,0.7534458998125046,False,dot,dot,0.5164178213284442,11.257189930699306,2037.5513774565743,156.34155631207668,619,[np.int64(365)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,78,10,001,40,f,r,calibration,0.55,2,0,14,0.5350820483873121,0.14055915473515587,1,False,0.6858177001122385,False,dot,dot,0.5070689960181339,10.085153608436054,1825.4128031269256,151.36247641233263,864,[np.int64(44)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,79,10,001,40,f,r,calibration,0.55,2,0,15,0.47090191089840744,-0.11652402308997703,1,False,0.9038556001614779,False,square,square,0.507738775864586,9.157845187121989,1657.5699788690802,226.5516392630196,940,[np.int64(62)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,80,10,001,40,f,r,calibration,0.55,2,0,16,0.47090191089840744,-0.11652402308997703,0,False,1.4199159001000226,False,dot,square,0.4417394898503261,0.9769184863116754,176.82224602241325,123.83562714035403,946,[np.int64(1230)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
,,81,10,001,40,f,r,calibration,0.55,2,0,17,0.5981210736084265,0.3976423325602886,1,False,0.6519239000044763,False,dot,dot,0.4248176299734274,11.495658350951889,2080.7141615222918,146.4520241458292,244,[np.int64(364)],nan,nan,nan,nan,nan,,,,,,,,,,10,001,40,f,r,0.556323322537981,True,,,,,
