participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_onset,mem_trigger_resp
7,001,25,f,r,memory_test,281,21,footprint_10s,seen,yes,low,controlled,yes,0.7057924000546336,51,61
7,001,25,f,r,memory_test,282,22,pacifier_04s,seen,no,low,uncontrolled,no,0.9354105999227613,51,62
7,001,25,f,r,memory_test,283,23,dishrag_10s,unseen,,,,no,0.9397181000094861,52,61
7,001,25,f,r,memory_test,284,24,hairbrush_12s,seen,no,high,uncontrolled,no,0.9576513000065461,51,62
7,001,25,f,r,memory_test,285,25,hamburger_01s,seen,yes,low,controlled,yes,0.7825837000273168,51,61
7,001,25,f,r,memory_test,286,26,boxer_shorts_03s,unseen,,,,no,1.0363748000236228,52,61
7,001,25,f,r,memory_test,287,27,pallet_10s,unseen,,,,no,0.8180837000254542,52,61
7,001,25,f,r,memory_test,288,28,tack_01b,seen,yes,high,controlled,yes,1.6790516000473872,51,61
7,001,25,f,r,memory_test,289,29,dumpster_10s,unseen,,,,no,0.9507122000213712,52,61
7,001,25,f,r,memory_test,290,30,omelet_13s,unseen,,,,no,0.8148617000551894,52,61
7,001,25,f,r,memory_test,291,31,cookie_14s,unseen,,,,no,1.1763040999649093,52,61
7,001,25,f,r,memory_test,292,32,croissant_04s,seen,no,low,uncontrolled,no,1.0650165000697598,51,62
7,001,25,f,r,memory_test,293,33,exerciser_08s,seen,yes,low,controlled,no,1.1475598000688478,51,62
7,001,25,f,r,memory_test,294,34,windsock_09s,unseen,,,,no,1.2791044999612495,52,61
7,001,25,f,r,memory_test,295,35,yolk_10s,unseen,,,,no,1.1312394000124186,52,61
7,001,25,f,r,memory_test,296,36,cantaloupe_05s,seen,yes,low,controlled,no,0.9941637000301853,51,62
7,001,25,f,r,memory_test,297,37,coffee_08s,seen,yes,low,controlled,no,1.0518585999961942,51,62
7,001,25,f,r,memory_test,298,38,sponge_14s,seen,yes,low,controlled,no,1.0292862000642344,51,62
7,001,25,f,r,memory_test,299,39,grapefruit_09s,seen,no,high,uncontrolled,no,0.884221600019373,51,62
7,001,25,f,r,memory_test,300,40,microscope_09s,unseen,,,,no,0.9386630000080913,52,61
7,001,25,f,r,memory_test,301,41,dumpster_02s,seen,no,high,uncontrolled,no,1.05698430002667,51,62
7,001,25,f,r,memory_test,302,42,bunkbed_06s,unseen,,,,no,3.0727004000218585,52,61
7,001,25,f,r,memory_test,303,43,kimono_02s,unseen,,,,no,1.7141723000677302,52,61
7,001,25,f,r,memory_test,304,44,corset_09s,unseen,,,,no,2.0702122000511736,52,61
7,001,25,f,r,memory_test,305,45,bean_09s,unseen,,,,no,2.8651472999481484,52,61
7,001,25,f,r,memory_test,306,46,shortbread_08s,unseen,,,,no,2.0176279000006616,52,61
7,001,25,f,r,memory_test,307,47,gumball_01b,seen,yes,low,controlled,no,1.3762393000070006,51,62
7,001,25,f,r,memory_test,308,48,drumstick_04s,unseen,,,,no,1.8037056000903249,52,61
7,001,25,f,r,memory_test,309,49,ham_11s,unseen,,,,yes,1.0910682999528944,52,62
7,001,25,f,r,memory_test,310,50,mop_10s,seen,yes,low,controlled,no,1.0527398999547586,51,62
7,001,25,f,r,memory_test,311,51,mixer_03s,unseen,,,,no,1.2482931999256834,52,61
7,001,25,f,r,memory_test,312,52,electric_chair_09s,seen,yes,high,controlled,no,1.6204029000364244,51,62
7,001,25,f,r,memory_test,313,53,clipper2_06s,seen,yes,low,controlled,no,1.3059556999942288,51,62
7,001,25,f,r,memory_test,314,54,bowtie_05s,seen,yes,low,controlled,no,1.3205380000872537,51,62
7,001,25,f,r,memory_test,315,55,chili_05s,unseen,,,,no,1.883058000006713,52,61
7,001,25,f,r,memory_test,316,56,hot_tub_06s,unseen,,,,no,1.345242999959737,52,61
7,001,25,f,r,memory_test,317,57,domino_02s,unseen,,,,no,0.8745663000736386,52,61
7,001,25,f,r,memory_test,318,58,shower_cap_12s,seen,no,low,uncontrolled,no,1.4613465999718755,51,62
7,001,25,f,r,memory_test,319,59,pajamas_13s,seen,yes,low,controlled,no,1.2002632999792695,51,62
7,001,25,f,r,memory_test,320,60,vest_05s,seen,yes,low,controlled,no,2.0363320000469685,51,62
7,001,25,f,r,memory_test,321,61,pipe1_06s,seen,no,low,uncontrolled,no,0.8844686999218538,51,62
7,001,25,f,r,memory_test,322,62,crystal1_08s,unseen,,,,no,2.159015199984424,52,61
7,001,25,f,r,memory_test,323,63,shears_03s,seen,no,low,uncontrolled,no,1.9941203999333084,51,62
7,001,25,f,r,memory_test,324,64,bikini_03s,unseen,,,,yes,1.225174899911508,52,62
7,001,25,f,r,memory_test,325,65,cigarette_06s,seen,no,high,uncontrolled,no,1.097654000041075,51,62
7,001,25,f,r,memory_test,326,66,scoop_02s,unseen,,,,no,1.0515012999530882,52,61
7,001,25,f,r,memory_test,327,67,nightshirt_02s,seen,yes,low,controlled,no,1.1325168000767007,51,62
7,001,25,f,r,memory_test,328,68,pistachio_04s,seen,yes,high,controlled,no,0.8882621000520885,51,62
7,001,25,f,r,memory_test,329,69,sewage_09s,seen,yes,high,controlled,no,1.0115877999924123,51,62
7,001,25,f,r,memory_test,330,70,step_stool_06s,seen,no,low,uncontrolled,no,1.535349299898371,51,62
7,001,25,f,r,memory_test,331,71,hairbrush_08s,unseen,,,,no,0.9161215999629349,52,61
7,001,25,f,r,memory_test,332,72,cream_cheese_12s,seen,yes,low,controlled,no,1.8553098000120372,51,62
7,001,25,f,r,memory_test,333,73,wood_03s,unseen,,,,no,1.0345084998989478,52,61
7,001,25,f,r,memory_test,334,74,air_mattress_13s,unseen,,,,no,1.1087580000748858,52,61
7,001,25,f,r,memory_test,335,75,pants_05s,unseen,,,,yes,1.260229600011371,52,62
7,001,25,f,r,memory_test,336,76,frisbee_11s,seen,yes,high,controlled,no,0.792162400088273,51,62
7,001,25,f,r,memory_test,337,77,wing_11s,unseen,,,,yes,0.9275453999871388,52,62
7,001,25,f,r,memory_test,338,78,scoop_08s,seen,no,low,uncontrolled,no,0.8563312999904156,51,62
7,001,25,f,r,memory_test,339,79,waffle_08s,seen,yes,low,controlled,no,1.5371691000182182,51,62
7,001,25,f,r,memory_test,340,80,wood_10s,seen,yes,low,controlled,no,1.2892132000997663,51,62
7,001,25,f,r,memory_test,341,81,french_horn_05s,unseen,,,,no,0.666371600003913,52,61
7,001,25,f,r,memory_test,342,82,bun_01b,unseen,,,,no,1.2064990000799298,52,61
7,001,25,f,r,memory_test,343,83,punching_bag_09s,unseen,,,,no,1.4092119000852108,52,61
7,001,25,f,r,memory_test,344,84,roll_01b,unseen,,,,no,1.40161459997762,52,61
7,001,25,f,r,memory_test,345,85,peg_06s,seen,no,high,uncontrolled,no,1.3891341000562534,51,62
7,001,25,f,r,memory_test,346,86,pepper2_01b,unseen,,,,no,1.5533983999630436,52,61
7,001,25,f,r,memory_test,347,87,rollerskate_10s,unseen,,,,no,0.9771092999726534,52,61
7,001,25,f,r,memory_test,348,88,sweet_potato_01b,unseen,,,,no,0.9657766999443993,52,61
7,001,25,f,r,memory_test,349,89,crouton_12s,unseen,,,,no,1.1834913999773562,52,61
7,001,25,f,r,memory_test,350,90,swab_02s,seen,no,low,uncontrolled,no,1.6652314000530168,51,62
7,001,25,f,r,memory_test,351,91,mannequin_03s,seen,no,high,uncontrolled,yes,1.76491570007056,51,61
7,001,25,f,r,memory_test,352,92,clasp_03s,seen,no,high,uncontrolled,no,0.6659974000649527,51,62
7,001,25,f,r,memory_test,353,93,ruby_12s,seen,no,low,uncontrolled,no,0.7635616000043228,51,62
7,001,25,f,r,memory_test,354,94,paint_01b,seen,no,high,uncontrolled,no,0.7884102000389248,51,62
7,001,25,f,r,memory_test,355,95,metal_detector_09s,unseen,,,,no,1.1175216999836266,52,61
7,001,25,f,r,memory_test,356,96,pocket_01b,unseen,,,,yes,1.6413288000039756,52,62
7,001,25,f,r,memory_test,357,97,pasta_03s,seen,no,high,uncontrolled,no,0.9366301000118256,51,62
7,001,25,f,r,memory_test,358,98,blower_10s,unseen,,,,no,1.1303698000265285,52,61
7,001,25,f,r,memory_test,359,99,raisin_07s,unseen,,,,no,1.074055299977772,52,61
7,001,25,f,r,memory_test,360,100,visor_13s,seen,yes,low,controlled,no,1.7208312000147998,51,62
7,001,25,f,r,memory_test,361,101,cloak_12s,unseen,,,,no,1.3233752000378445,52,61
7,001,25,f,r,memory_test,362,102,hot-water_bottle_11s,unseen,,,,no,0.7062823000596836,52,61
7,001,25,f,r,memory_test,363,103,nail_file_12s,unseen,,,,no,1.2907543999608606,52,61
7,001,25,f,r,memory_test,364,104,robe_08s,unseen,,,,no,1.2234616000205278,52,61
7,001,25,f,r,memory_test,365,105,pickle_09s,seen,no,low,uncontrolled,no,1.383354000048712,51,62
7,001,25,f,r,memory_test,366,106,eye_patch_10s,seen,yes,low,controlled,no,1.1774798999540508,51,62
7,001,25,f,r,memory_test,367,107,hobbyhorse_01b,unseen,,,,no,1.090792499948293,52,61
7,001,25,f,r,memory_test,368,108,trap_07s,unseen,,,,no,0.8303248999873176,52,61
7,001,25,f,r,memory_test,369,109,beanbag_16s,seen,no,low,uncontrolled,no,0.7022600000491366,51,62
7,001,25,f,r,memory_test,370,110,crutch_04s,unseen,,,,no,1.0356522999936715,52,61
7,001,25,f,r,memory_test,371,111,roll_11s,seen,yes,high,controlled,no,1.3711873999563977,51,62
7,001,25,f,r,memory_test,372,112,peanut_butter_02s,unseen,,,,no,1.2651826000073925,52,61
7,001,25,f,r,memory_test,373,113,polo_shirt_11s,unseen,,,,no,1.1445945999585092,52,61
7,001,25,f,r,memory_test,374,114,chocolate_14n,unseen,,,,no,1.426619700039737,52,61
7,001,25,f,r,memory_test,375,115,cardigan_11s,unseen,,,,no,1.4441013999748975,52,61
7,001,25,f,r,memory_test,376,116,boot_08s,unseen,,,,no,1.5656554999295622,52,61
7,001,25,f,r,memory_test,377,117,grater_12s,unseen,,,,no,1.168999999994412,52,61
7,001,25,f,r,memory_test,378,118,hot-water_bottle_05s,seen,yes,low,controlled,no,1.966822599992156,51,62
7,001,25,f,r,memory_test,379,119,sorbet_04s,unseen,,,,no,1.1568182000191882,52,61
7,001,25,f,r,memory_test,380,120,goggles_12s,unseen,,,,no,2.369287100038491,52,61
7,001,25,f,r,memory_test,381,121,spring_roll_13s,unseen,,,,no,1.1818628000328317,52,61
7,001,25,f,r,memory_test,382,122,cross_11s,unseen,,,,no,1.4443836999125779,52,61
7,001,25,f,r,memory_test,383,123,sofa_bed_12s,unseen,,,,no,1.3255435000173748,52,61
7,001,25,f,r,memory_test,384,124,gumball_12s,unseen,,,,yes,1.7729604999767616,52,62
7,001,25,f,r,memory_test,385,125,mannequin_12s,unseen,,,,no,3.3288773000240326,52,61
7,001,25,f,r,memory_test,386,126,pajamas_09s,unseen,,,,no,0.8957505999132991,52,61
7,001,25,f,r,memory_test,387,127,bin_04s,seen,yes,low,controlled,no,0.8479847999988124,51,62
7,001,25,f,r,memory_test,388,128,mixer_09s,seen,no,high,uncontrolled,no,1.1154171000234783,51,62
7,001,25,f,r,memory_test,389,129,tube_top_01b,unseen,,,,no,0.6887380999978632,52,61
7,001,25,f,r,memory_test,390,130,pizza_03s,unseen,,,,no,0.6153105000266805,52,61
7,001,25,f,r,memory_test,391,131,teabag_14s,seen,no,low,uncontrolled,no,1.7648490000283346,51,62
7,001,25,f,r,memory_test,392,132,bowtie_14s,unseen,,,,no,1.3628322000149637,52,61
7,001,25,f,r,memory_test,393,133,ginger_03s,seen,yes,low,controlled,no,1.2068878000136465,51,62
7,001,25,f,r,memory_test,394,134,meatloaf_10s,unseen,,,,no,1.2592822998994961,52,61
7,001,25,f,r,memory_test,395,135,hanger_13n,seen,yes,low,controlled,no,1.642333000083454,51,62
7,001,25,f,r,memory_test,396,136,brush_04s,unseen,,,,no,0.8430892999749631,52,61
7,001,25,f,r,memory_test,397,137,turf_07s,unseen,,,,no,0.941423200070858,52,61
7,001,25,f,r,memory_test,398,138,punching_bag_12s,seen,no,low,uncontrolled,no,1.20073629997205,51,62
7,001,25,f,r,memory_test,399,139,grater_03s,seen,no,high,uncontrolled,no,1.2336893000174314,51,62
7,001,25,f,r,memory_test,400,140,tent_16n,seen,no,high,uncontrolled,no,1.2855679000495002,51,62
7,001,25,f,r,memory_test,401,141,plum_09s,seen,yes,high,controlled,no,0.6611380000831559,51,62
7,001,25,f,r,memory_test,402,142,orange_rind_10s,unseen,,,,no,1.513892300077714,52,61
7,001,25,f,r,memory_test,403,143,curling_iron_05s,unseen,,,,no,2.250060599995777,52,61
7,001,25,f,r,memory_test,404,144,pet_food_04s,unseen,,,,no,1.3124061999842525,52,61
7,001,25,f,r,memory_test,405,145,batter_04s,unseen,,,,no,1.6181539000244811,52,61
7,001,25,f,r,memory_test,406,146,keyboard_07s,seen,yes,low,controlled,no,1.2169184999074787,51,62
7,001,25,f,r,memory_test,407,147,swimsuit_08s,seen,yes,low,controlled,yes,1.0218514000298455,51,61
7,001,25,f,r,memory_test,408,148,chocolate_04n,seen,yes,low,controlled,no,2.0241573998937383,51,62
7,001,25,f,r,memory_test,409,149,flipper_12s,seen,no,low,uncontrolled,no,1.1576813999563456,51,62
7,001,25,f,r,memory_test,410,150,paintbrush_12s,seen,no,high,uncontrolled,no,1.149790299939923,51,62
7,001,25,f,r,memory_test,411,151,costume_08s,seen,no,high,uncontrolled,no,1.0134134000400081,51,62
7,001,25,f,r,memory_test,412,152,waffle_06s,unseen,,,,yes,0.9032846000045538,52,62
7,001,25,f,r,memory_test,413,153,teabag_13s,unseen,,,,no,0.8252300000749528,52,61
7,001,25,f,r,memory_test,414,154,jeans_08s,seen,no,low,uncontrolled,yes,0.8976578000001609,51,61
7,001,25,f,r,memory_test,415,155,blindfold_15s,seen,no,low,uncontrolled,yes,0.7574836999410763,51,61
7,001,25,f,r,memory_test,416,156,cardigan_04s,seen,no,high,uncontrolled,no,0.8953687000321224,51,62
7,001,25,f,r,memory_test,417,157,handbrake_03s,unseen,,,,no,1.0060472000623122,52,61
7,001,25,f,r,memory_test,418,158,hinge_12s,seen,no,low,uncontrolled,no,1.3647404999937862,51,62
7,001,25,f,r,memory_test,419,159,olive_04s,seen,yes,low,controlled,no,1.226125800050795,51,62
7,001,25,f,r,memory_test,420,160,ruby_13s,unseen,,,,yes,0.7203242999967188,52,62
7,001,25,f,r,memory_test,421,161,steak_15s,unseen,,,,no,1.311514399945736,52,61
7,001,25,f,r,memory_test,422,162,sewage_05s,unseen,,,,no,0.8161824999842793,52,61
7,001,25,f,r,memory_test,423,163,figurine_08s,seen,no,high,uncontrolled,no,0.7602717000991106,51,62
7,001,25,f,r,memory_test,424,164,noisemaker_05s,unseen,,,,no,1.3996634000213817,52,61
7,001,25,f,r,memory_test,425,165,throne_12s,seen,yes,high,controlled,no,1.3680549000855535,51,62
7,001,25,f,r,memory_test,426,166,cigarette_09s,unseen,,,,no,3.169343899935484,52,61
7,001,25,f,r,memory_test,427,167,thumbtack_04s,seen,yes,high,controlled,no,0.7944104999769479,51,62
7,001,25,f,r,memory_test,428,168,squeegee_10s,unseen,,,,no,0.727879999903962,52,61
7,001,25,f,r,memory_test,429,169,limousine_10s,unseen,,,,no,0.722280100104399,52,61
7,001,25,f,r,memory_test,430,170,pipe1_10s,unseen,,,,no,1.0060079999966547,52,61
7,001,25,f,r,memory_test,431,171,nutcracker_03s,seen,no,high,uncontrolled,no,1.1067610000027344,51,62
7,001,25,f,r,memory_test,432,172,riser_09s,unseen,,,,no,0.6206305000232533,52,61
7,001,25,f,r,memory_test,433,173,robe_06s,seen,yes,high,controlled,no,0.9616261000046507,51,62
7,001,25,f,r,memory_test,434,174,cookie_11s,seen,no,high,uncontrolled,yes,0.9569398999447003,51,61
7,001,25,f,r,memory_test,435,175,frisbee_04s,unseen,,,,no,0.9129725999664515,52,61
7,001,25,f,r,memory_test,436,176,flipper_09s,unseen,,,,no,1.247646400006488,52,61
7,001,25,f,r,memory_test,437,177,yarn_14s,unseen,,,,no,2.9807890000520274,52,61
7,001,25,f,r,memory_test,438,178,eggshell_12s,unseen,,,,no,0.8716159999603406,52,61
7,001,25,f,r,memory_test,439,179,pizza_08s,seen,yes,low,controlled,no,1.798372199991718,51,62
7,001,25,f,r,memory_test,440,180,coffin_06s,seen,yes,low,controlled,no,1.0364202000200748,51,62
7,001,25,f,r,memory_test,441,181,pencil_sharpener_11s,unseen,,,,no,0.8143778999801725,52,61
7,001,25,f,r,memory_test,442,182,meatloaf_07s,seen,yes,low,controlled,yes,0.7066926999250427,51,61
7,001,25,f,r,memory_test,443,183,test_tube_12s,unseen,,,,no,1.2321422999957576,52,61
7,001,25,f,r,memory_test,444,184,jelly_bean_10s,seen,yes,high,controlled,yes,1.41363339999225,51,61
7,001,25,f,r,memory_test,445,185,ice_cream_08s,seen,no,high,uncontrolled,no,1.2728285000193864,51,62
7,001,25,f,r,memory_test,446,186,pocket_08s,seen,yes,high,controlled,no,1.675876299967058,51,62
7,001,25,f,r,memory_test,447,187,caviar_12s,seen,yes,low,controlled,no,0.9384280999656767,51,62
7,001,25,f,r,memory_test,448,188,pie_15s,seen,no,low,uncontrolled,yes,1.0382266999222338,51,61
7,001,25,f,r,memory_test,449,189,windsock_03s,seen,yes,high,controlled,no,0.7323266000021249,51,62
7,001,25,f,r,memory_test,450,190,belt_14s,seen,no,high,uncontrolled,no,1.0446520999539644,51,62
7,001,25,f,r,memory_test,451,191,wetsuit_03s,unseen,,,,no,1.078321999986656,52,61
7,001,25,f,r,memory_test,452,192,test_tube_06s,seen,yes,high,controlled,no,1.1597686000168324,51,62
7,001,25,f,r,memory_test,453,193,peach_09n,seen,yes,high,controlled,no,0.941782100009732,51,62
7,001,25,f,r,memory_test,454,194,cheesecake_13s,unseen,,,,no,1.1013806998962536,52,61
7,001,25,f,r,memory_test,455,195,spaghetti_07s,unseen,,,,no,0.7397609000327066,52,61
7,001,25,f,r,memory_test,456,196,microscope_06s,seen,yes,low,controlled,yes,0.7165860999375582,51,61
7,001,25,f,r,memory_test,457,197,insole_10s,seen,no,low,uncontrolled,no,0.8043427000520751,51,62
7,001,25,f,r,memory_test,458,198,sleeping_bag_12s,seen,no,high,uncontrolled,no,1.3557268999284133,51,62
7,001,25,f,r,memory_test,459,199,cummerbund_08s,unseen,,,,no,0.8544138999423012,52,61
7,001,25,f,r,memory_test,460,200,straw2_17s,unseen,,,,no,0.8232633000006899,52,61
7,001,25,f,r,memory_test,461,201,eye_patch_11s,unseen,,,,no,0.9742363000987098,52,61
7,001,25,f,r,memory_test,462,202,underwear_03s,unseen,,,,no,1.002052899915725,52,61
7,001,25,f,r,memory_test,463,203,yarn_10s,seen,no,high,uncontrolled,no,0.7157219999935478,51,62
7,001,25,f,r,memory_test,464,204,drumstick_12s,seen,no,low,uncontrolled,no,0.8228824000107124,51,62
7,001,25,f,r,memory_test,465,205,costume_04s,unseen,,,,no,1.3709281999617815,52,61
7,001,25,f,r,memory_test,466,206,tack_09s,unseen,,,,yes,1.8446427000453696,52,62
7,001,25,f,r,memory_test,467,207,tee_12s,seen,yes,high,controlled,no,0.6043869000859559,51,62
7,001,25,f,r,memory_test,468,208,spareribs_07s,seen,yes,high,controlled,yes,1.6135231000371277,51,61
7,001,25,f,r,memory_test,469,209,asparagus_07s,unseen,,,,no,0.4799512999597937,52,61
7,001,25,f,r,memory_test,470,210,undershirt_04s,unseen,,,,no,0.8876523999497294,52,61
7,001,25,f,r,memory_test,471,211,sponge_06s,unseen,,,,no,0.6155930000822991,52,61
7,001,25,f,r,memory_test,472,212,wing_05s,seen,no,low,uncontrolled,yes,0.8778351000510156,51,61
7,001,25,f,r,memory_test,473,213,nightshirt_07s,unseen,,,,yes,2.0746376999886706,52,62
7,001,25,f,r,memory_test,474,214,grapefruit_04s,unseen,,,,no,0.654997400008142,52,61
7,001,25,f,r,memory_test,475,215,mitten_08s,unseen,,,,no,1.4332168999826536,52,61
7,001,25,f,r,memory_test,476,216,sorbet_05s,seen,no,low,uncontrolled,no,0.7374810000183061,51,62
7,001,25,f,r,memory_test,477,217,nail_file_05s,seen,yes,high,controlled,no,0.6042345999740064,51,62
7,001,25,f,r,memory_test,478,218,hot_tub_07s,seen,yes,low,controlled,no,0.7975420999573544,51,62
7,001,25,f,r,memory_test,479,219,boot_02s,seen,yes,low,controlled,no,0.6456354999681935,51,62
7,001,25,f,r,memory_test,480,220,ice_cube_06s,unseen,,,,no,0.5703671999508515,52,61
7,001,25,f,r,memory_test,481,221,mitten_04s,seen,yes,high,controlled,no,0.5882019000127912,51,62
7,001,25,f,r,memory_test,482,222,javelin_01s,seen,yes,high,controlled,yes,0.9898547999328002,51,61
7,001,25,f,r,memory_test,483,223,float_08s,seen,yes,high,controlled,no,0.9943274999968708,51,62
7,001,25,f,r,memory_test,484,224,kimono_06s,seen,yes,high,controlled,yes,0.9528693000320345,51,61
7,001,25,f,r,memory_test,485,225,candy_11s,unseen,,,,no,0.715305499965325,52,61
7,001,25,f,r,memory_test,486,226,throne_02s,unseen,,,,yes,1.664584800018929,52,62
7,001,25,f,r,memory_test,487,227,chicken1_10s,unseen,,,,no,0.9086822000099346,52,61
7,001,25,f,r,memory_test,488,228,washing_machine_08s,seen,yes,high,controlled,no,0.516174599993974,51,62
7,001,25,f,r,memory_test,489,229,snowball_03s,seen,no,low,uncontrolled,no,0.46733999997377396,51,62
7,001,25,f,r,memory_test,490,230,staple_02s,seen,no,high,uncontrolled,no,0.3837945000268519,51,62
7,001,25,f,r,memory_test,491,231,tube_top_10s,seen,yes,high,controlled,no,0.9756496000336483,51,62
7,001,25,f,r,memory_test,492,232,exerciser_05s,unseen,,,,no,0.8880743000190705,52,61
7,001,25,f,r,memory_test,493,233,polo_shirt_04s,seen,yes,high,controlled,no,0.664288500091061,51,62
7,001,25,f,r,memory_test,494,234,asparagus_04s,seen,no,high,uncontrolled,no,0.5923232000786811,51,62
7,001,25,f,r,memory_test,495,235,air_mattress_03s,seen,no,high,uncontrolled,no,1.329725099960342,51,62
7,001,25,f,r,memory_test,496,236,spaghetti_12s,seen,yes,high,controlled,no,1.2819797000847757,51,62
7,001,25,f,r,memory_test,497,237,insole_02s,unseen,,,,no,1.1876773999538273,52,61
7,001,25,f,r,memory_test,498,238,fingerprint_02s,unseen,,,,yes,1.0895232000621036,52,62
7,001,25,f,r,memory_test,499,239,pickle_13s,unseen,,,,no,0.698851800058037,52,61
7,001,25,f,r,memory_test,500,240,rollerskate_12s,seen,no,low,uncontrolled,no,0.6485350000439212,51,62
7,001,25,f,r,memory_test,501,241,checkers_07s,unseen,,,,no,0.6493700999999419,52,61
7,001,25,f,r,memory_test,502,242,boxer_shorts_09s,seen,no,low,uncontrolled,no,0.6087562999455258,51,62
7,001,25,f,r,memory_test,503,243,corset_17s,seen,no,low,uncontrolled,no,0.6410595999332145,51,62
7,001,25,f,r,memory_test,504,244,icicle_02s,seen,no,low,uncontrolled,no,0.5862259999848902,51,62
7,001,25,f,r,memory_test,505,245,peanut_butter_07s,seen,yes,high,controlled,no,1.0354928999440745,51,62
7,001,25,f,r,memory_test,506,246,curling_iron_04s,seen,no,high,uncontrolled,no,0.7524719000793993,51,62
7,001,25,f,r,memory_test,507,247,sweet_potato_03s,seen,no,low,uncontrolled,no,0.9489748000632972,51,62
7,001,25,f,r,memory_test,508,248,yolk_11s,seen,yes,high,controlled,no,1.0352235999889672,51,62
7,001,25,f,r,memory_test,509,249,ketchup_14s,unseen,,,,no,0.43318210006691515,52,61
7,001,25,f,r,memory_test,510,250,pie_14s,unseen,,,,yes,1.2365867000771686,52,62
7,001,25,f,r,memory_test,511,251,straw2_09s,seen,no,high,uncontrolled,no,0.911777300061658,51,62
7,001,25,f,r,memory_test,512,252,checkers_06s,seen,no,low,uncontrolled,no,1.1231238000327721,51,62
7,001,25,f,r,memory_test,513,253,lollipop_08s,seen,yes,high,controlled,no,1.1544092000694945,51,62
7,001,25,f,r,memory_test,514,254,ice_cube_09s,seen,yes,low,controlled,no,0.5195755999302492,51,62
7,001,25,f,r,memory_test,515,255,piecrust_03s,unseen,,,,no,0.6770328999264166,52,61
7,001,25,f,r,memory_test,516,256,bin_01b,unseen,,,,no,0.5391198999714106,52,61
7,001,25,f,r,memory_test,517,257,urinal_12s,seen,yes,low,controlled,no,0.6841179999755695,51,62
7,001,25,f,r,memory_test,518,258,pacifier_07s,unseen,,,,no,0.6787018999457359,52,61
7,001,25,f,r,memory_test,519,259,donut_02s,unseen,,,,yes,0.9324972999747843,52,62
7,001,25,f,r,memory_test,520,260,swab_14s,unseen,,,,no,0.501308299950324,52,61
7,001,25,f,r,memory_test,521,261,toast_07s,seen,no,low,uncontrolled,no,0.6458165999501944,51,62
7,001,25,f,r,memory_test,522,262,nutcracker_11s,unseen,,,,no,0.657503700000234,52,61
7,001,25,f,r,memory_test,523,263,squeegee_05s,seen,no,low,uncontrolled,no,0.7879317000042647,51,62
7,001,25,f,r,memory_test,524,264,caviar_01b,unseen,,,,yes,1.5379578999709338,52,62
7,001,25,f,r,memory_test,525,265,robot_07s,seen,no,low,uncontrolled,no,0.6626060000853613,51,62
7,001,25,f,r,memory_test,526,266,saffron_14s,seen,yes,high,controlled,no,0.8160692000528798,51,62
7,001,25,f,r,memory_test,527,267,stair_02s,seen,yes,low,controlled,no,1.0311645000474527,51,62
7,001,25,f,r,memory_test,528,268,washing_machine_05s,unseen,,,,no,0.7993752000620589,52,61
