thisRow.t,notes,trial_num,participant,session,phase,complexity,prop_used,control_level,accuracy,rt_choice,agency_rating,early_response,true_shape,resp_shape,target_snippet_id,distractor_snippet_id,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,staircase_prop,staircase_direction,participant,session,
,,1,,001,calibration,easy,0.8,0.8,nan,nan,nan,False,1,timeout,982,19,14.661392363110217,4413.079101296175,205.52957831528596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8,timeout,,001,
,,2,,001,calibration,easy,0.8,0.8,nan,nan,nan,False,0,timeout,1587,621,13.96429491777134,4203.252770249173,214.7527715823997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8,timeout,,001,
