timestamp,frame,mouse_x,mouse_y,mouse_speed,mouse_is_moving,stim_A_x,stim_A_y,stim_B_x,stim_B_y,evidence,trial_num,phase,n_shapes,target,prop_used,block_num,difficulty_level
0.0007982999959494919,1,-173.0,23.0,20.0,True,-298.42342335046584,-4.59684603694583,304.79111588769,0.0,10.900558321402286,1,calibration,2,square,0.347354013008391,0,calibration
0.09998349999659695,2,-173.0,23.0,0.0,False,-290.9431963575599,-12.083731753387031,315.218748740076,0.0,0.0,1,calibration,2,square,0.347354013008391,0,calibration
0.10520109999924898,3,-208.0,127.0,20.0,True,-280.5958720756247,-15.895443618741048,326.84654027601016,0.0,-6.159037514738282,1,calibration,2,square,0.347354013008391,0,calibration
0.1138621999998577,4,-208.0,127.0,0.0,False,-270.9647092297926,-22.64409178284091,338.83567784774027,0.0,0.0,1,calibration,2,square,0.347354013008391,0,calibration
0.13130149999051355,5,-203.0,137.0,11.180339887498949,True,-259.8458034796825,-25.01054699949387,351.2269894734295,-0.3832597894929309,-1.8796877963357843,1,calibration,2,square,0.347354013008391,0,calibration
0.14790549999452196,6,-184.0,161.0,20.0,True,-248.61455438584636,-26.48080591329802,363.91001755366375,-1.1689423579534393,-1.1471235126069468,1,calibration,2,square,0.347354013008391,0,calibration
0.16447459999471903,7,-162.0,177.0,20.0,True,-238.4926723806917,-27.936892667368937,376.34207771062773,-2.1491292695816107,-0.8651582447445327,1,calibration,2,square,0.347354013008391,0,calibration
0.18125500000314787,8,-104.0,197.0,20.0,True,-228.92359700195274,-29.517682506086437,389.66964977908043,-3.0164940806778,-0.8521568618064856,1,calibration,2,square,0.347354013008391,0,calibration
0.19781359999615233,9,-54.0,198.0,20.0,True,-220.00923381491276,-31.415338132008984,399.9838963427971,-3.589243156229528,-0.48341066588979187,1,calibration,2,square,0.347354013008391,0,calibration
0.21431979999761097,10,-16.0,191.0,20.0,True,-211.44137187087057,-33.34680996435738,399.98077665048316,-3.921518848131057,0.20021013886116767,1,calibration,2,square,0.347354013008391,0,calibration
0.2308742000022903,11,31.0,177.0,20.0,True,-203.11628559172135,-35.12567609914478,399.9798383575026,-4.016081112989175,0.6694083153230901,1,calibration,2,square,0.347354013008391,0,calibration
0.24745579999580514,12,59.0,165.0,20.0,True,-194.74998207360264,-36.79350818409751,399.98005315234536,-3.994631428174661,1.1234178516039472,1,calibration,2,square,0.347354013008391,0,calibration
0.26432560000102967,13,81.0,154.0,20.0,True,-186.16146525682873,-38.372026304593966,399.98067619007884,-3.9317520938254376,1.292924212125246,1,calibration,2,square,0.347354013008391,0,calibration
0.28049379998992663,14,90.0,148.0,10.816653826391969,True,-177.00071741429858,-40.256829262307576,399.98135251740496,-3.8623358667323098,1.0163409261674035,1,calibration,2,square,0.347354013008391,0,calibration
0.29904569999780506,15,95.0,143.0,7.0710678118654755,True,-167.86816079142642,-42.58748925393351,399.98200960435486,-3.7936780124001652,1.078459204974406,1,calibration,2,square,0.347354013008391,0,calibration
0.3151177999970969,16,101.0,125.0,18.973665961010276,True,-159.10899752372822,-45.42911817064058,399.9826250214833,-3.728227584726974,5.258099884806134,1,calibration,2,square,0.347354013008391,0,calibration
0.3307961999962572,17,103.0,104.0,20.0,True,-150.92619712253025,-47.56669540596167,399.9832014028829,-3.665868996682479,4.969125642558032,1,calibration,2,square,0.347354013008391,0,calibration
0.3475399000017205,18,101.0,80.0,20.0,True,-142.29004865029285,-48.326171254808045,399.9845594856771,-3.514565840733597,2.0529886873843606,1,calibration,2,square,0.347354013008391,0,calibration
0.3641747999936342,19,90.0,31.0,20.0,True,-133.094321892785,-47.13485278461704,399.98776523223376,-3.12852433640303,-1.351280985058687,1,calibration,2,square,0.347354013008391,0,calibration
0.3810164000024088,20,79.0,5.0,20.0,True,-123.62639448553182,-43.158963947303775,399.99315764588573,-2.339623147774945,-4.195455156651676,1,calibration,2,square,0.347354013008391,0,calibration
0.39809360000072047,21,64.0,-11.0,20.0,True,-116.6911543699003,-35.37374878138033,399.9990333216935,-0.8793984936862004,-3.5399568784706337,1,calibration,2,square,0.347354013008391,0,calibration
0.4146718999982113,22,42.0,-33.0,20.0,True,-111.77433934977738,-26.157089647810686,399.99796346821563,1.2764095267666387,-1.5704491943970833,1,calibration,2,square,0.347354013008391,0,calibration
0.43097400000260677,23,21.0,-47.0,20.0,True,-109.97849077485955,-16.40350483203164,399.98166236332867,3.8301139758725475,5.348571787039813,1,calibration,2,square,0.347354013008391,0,calibration
0.4481911999901058,24,-19.0,-68.0,20.0,True,-110.9593599350365,-6.576238530875193,399.94820600020586,6.436809552634706,12.302969945236871,1,calibration,2,square,0.347354013008391,0,calibration
0.46408609999343753,25,-54.0,-78.0,20.0,True,-113.86558117679986,2.852202716574908,399.88769270747235,9.478038884396982,20.310108358804047,1,calibration,2,square,0.347354013008391,0,calibration
0.4811716999975033,26,-78.0,-83.0,20.0,True,-117.95224272490239,12.00568849654326,399.76783066219764,13.626502399386903,23.629768562063624,1,calibration,2,square,0.347354013008391,0,calibration
0.49784460000228137,27,-115.0,-86.0,20.0,True,-122.52629418069178,21.04969112264994,399.5258121162917,19.47114410653805,25.28546763866006,1,calibration,2,square,0.347354013008391,0,calibration
0.5142477999906987,28,-142.0,-84.0,20.0,True,-127.22402719593599,29.715433340423804,399.1252125756696,26.439831437181564,25.95234973565688,1,calibration,2,square,0.347354013008391,0,calibration
0.5311676999990596,29,-148.0,-83.0,6.082762530298219,True,-131.8006147354681,37.35971328408484,398.5046721000428,34.55468585354786,7.757871440732097,1,calibration,2,square,0.347354013008391,0,calibration
0.5476810999971349,30,-175.0,-72.0,20.0,True,-136.25953696943907,43.4684383053835,397.6737642015613,43.07641194158374,25.17228615773572,1,calibration,2,square,0.347354013008391,0,calibration
0.691339600001811,31,-183.0,-64.0,11.313708498984761,True,-140.27286373686945,48.871503357006446,396.64867973615543,51.670348010873205,11.332822670276117,1,calibration,2,square,0.347354013008391,0,calibration
0.6975801999942632,32,-197.0,202.0,20.0,True,-143.52255763753874,54.679021954582296,395.5525334372354,59.48271422341741,4.87124854057801,1,calibration,2,square,0.347354013008391,0,calibration
0.7145440000022063,33,-185.0,217.0,19.209372712298546,True,-145.6569885383174,60.95396329258748,394.340759860389,67.04748401492024,-8.74327182010189,1,calibration,2,square,0.347354013008391,0,calibration
0.7315262999909464,34,-140.0,250.0,20.0,True,-147.6239055430636,67.42991981534387,392.84505445910213,75.31774815423678,-12.952788189959183,1,calibration,2,square,0.347354013008391,0,calibration
0.7482798999990337,35,-90.0,273.0,20.0,True,-150.04850824898708,73.64254999034989,390.87166310946037,84.9667168839926,-16.3800186869123,1,calibration,2,square,0.347354013008391,0,calibration
0.7650103999912972,36,-51.0,287.0,20.0,True,-153.14153433641732,79.65112727435594,388.32425552308945,95.93890020444422,-18.374554776240114,1,calibration,2,square,0.347354013008391,0,calibration
0.7821049999911338,37,4.0,298.0,20.0,True,-157.57681709159968,85.4699042111776,385.30198716176324,107.43546290306783,-21.890645011060247,1,calibration,2,square,0.347354013008391,0,calibration
0.797705799996038,38,20.0,300.0,16.1245154965971,True,-164.3992665367501,91.28865724266849,381.988035357189,118.68083604337689,-20.101358347784654,1,calibration,2,square,0.347354013008391,0,calibration
0.8144055000011576,39,68.0,303.0,20.0,True,-175.37815893362162,97.27961984444478,378.4567015358325,129.50106201347452,-26.039395978254234,1,calibration,2,square,0.347354013008391,0,calibration
0.8312625999969896,40,107.0,296.0,20.0,True,-190.02494950525193,99.67803829179628,374.9995449711517,139.19533494851467,-22.764374663142615,1,calibration,2,square,0.347354013008391,0,calibration
0.8478452999988804,41,119.0,293.0,12.36931687685298,True,-205.58057915406735,100.13959002818952,371.8884902924825,147.3056373258612,-11.880583861284785,1,calibration,2,square,0.347354013008391,0,calibration
0.8647087999997893,42,149.0,284.0,20.0,True,-219.365805743308,98.89291651601826,369.4053513942065,153.42648520161976,-15.903610568992805,1,calibration,2,square,0.347354013008391,0,calibration
0.8827923999924678,43,173.0,273.0,20.0,True,-231.05146547424997,95.90721705316179,367.4306464880698,158.0971853682382,-8.541854709123353,1,calibration,2,square,0.347354013008391,0,calibration
0.8978447999979835,44,186.0,265.0,15.264337522473747,True,-241.27621795392483,91.91591020645735,365.7951457472117,161.8453315600304,-0.20639132085760367,1,calibration,2,square,0.347354013008391,0,calibration
0.9144634999975096,45,199.0,252.0,18.384776310850235,True,-250.41108430853095,87.25937385791927,364.25703000365155,165.2779963967343,11.149611173553176,1,calibration,2,square,0.347354013008391,0,calibration
0.9310595999995712,46,215.0,234.0,20.0,True,-259.7639655205224,82.0625275244788,359.98475086914414,168.15218519475573,15.014154144298978,1,calibration,2,square,0.347354013008391,0,calibration
0.9480030999984592,47,219.0,228.0,7.211102550927978,True,-269.60840265906165,76.1285787386669,352.1733014314251,170.82862283423958,5.400505643898157,1,calibration,2,square,0.347354013008391,0,calibration
0.9641482000006363,48,243.0,201.0,20.0,True,-280.20768846224263,69.67510720750752,340.6066829376097,173.249249688573,12.492142954896364,1,calibration,2,square,0.347354013008391,0,calibration
0.9816207999974722,49,250.0,190.0,13.038404810405298,True,-290.90266592754796,63.00764893236274,327.12664843679306,175.25557835005162,8.422272821817682,1,calibration,2,square,0.347354013008391,0,calibration
0.9979447999940021,50,267.0,152.0,20.0,True,-301.38252154815183,56.871149143508106,311.70731759757354,177.1477647077938,12.507139137947716,1,calibration,2,square,0.347354013008391,0,calibration
1.0142827999952715,51,274.0,120.0,20.0,True,-311.58419347780824,51.93478561811154,294.78042320848317,178.71872882986116,10.724061526303373,1,calibration,2,square,0.347354013008391,0,calibration
1.031050999998115,52,275.0,89.0,20.0,True,-322.00298893962565,48.086478686034184,276.77685982115906,180.40845552568857,8.831084295888399,1,calibration,2,square,0.347354013008391,0,calibration
1.0479169000027468,53,264.0,52.0,20.0,True,-333.2278478561191,45.460944041400055,258.2866579332974,181.7069124567151,5.5734009712195975,1,calibration,2,square,0.347354013008391,0,calibration
1.0641004999924917,54,232.0,21.0,20.0,True,-345.9378929430333,44.62244978791724,240.17906138425585,182.7818576369379,1.7347987086486127,1,calibration,2,square,0.347354013008391,0,calibration
1.0812959000031697,55,219.0,13.0,15.264337522473747,True,-359.5580766246174,45.22640929837216,223.08248204558882,183.47381539563509,-0.033000286217620495,1,calibration,2,square,0.347354013008391,0,calibration
1.0981726000027265,56,167.0,-10.0,20.0,True,-374.1983562101436,47.23998588896295,208.52729369374828,183.87496094767613,-1.0430681910022988,1,calibration,2,square,0.347354013008391,0,calibration
1.1140946999948937,57,121.0,-25.0,20.0,True,-389.4780167395197,50.56339201870639,196.8321383379078,182.89737458971115,-2.2026346499534544,1,calibration,2,square,0.347354013008391,0,calibration
1.1307648999936646,58,71.0,-40.0,20.0,True,-396.3098414878214,54.20802099226532,187.49025323452182,179.84043327248347,-3.2783625182315523,1,calibration,2,square,0.347354013008391,0,calibration
1.1477056000003358,59,-5.0,-57.0,20.0,True,-395.757541868311,58.10308128104781,179.1466495128926,174.29913375076325,-1.7680634350134938,1,calibration,2,square,0.347354013008391,0,calibration
