thisRow.t,notes,trial_num,participant,session,phase,n_shapes,block_num,staircase_trial,prop_used,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,angle_bias,applied_angle_bias,consecutive_correct,reversals,current_staircase_prop,mean_evidence,sum_evidence,var_evidence,participant,session,block_order,
,,1,,001,calibration,4,1,1,0.25,0,False,1.7817082999972627,False,circle,square,0,0,0,0,0.3,4.757904482137761,861.1807112669346,271.5080887367022,,001,4shape_first,
,,2,,001,calibration,4,1,2,0.3,0,False,3.2885991000803187,False,square,hexagon,0,0,0,0,0.35,3.850699796880948,696.9766632354516,239.60487377856157,,001,4shape_first,
,,3,,001,calibration,4,1,3,0.35,0,False,1.1809556999942288,False,square,hexagon,0,0,0,0,0.39999999999999997,1.9164384120135387,346.8753525744505,106.27264323074569,,001,4shape_first,
,,4,,001,calibration,4,1,4,0.39999999999999997,1,False,2.201846400042996,False,triangle,triangle,0,0,1,0,0.39999999999999997,8.343210954730633,1493.4347608967832,183.5270175265651,,001,4shape_first,
,,5,,001,calibration,4,1,5,0.39999999999999997,1,False,1.7048093000194058,False,circle,circle,0,0,2,0,0.39999999999999997,5.860493783602191,1060.7493748319966,119.88893320906044,,001,4shape_first,
,,6,,001,calibration,4,1,6,0.39999999999999997,1,False,1.9201090999413282,False,square,square,0,0,0,1,0.35,9.518480552546169,1722.8449800108567,159.025443476206,,001,4shape_first,
